	chao1	goods_coverage	observed_species	shannon	simpson
CK-1	4414.137577	0.917788141239	2852.0	10.0929550968	0.997453565267
CK-2	4937.02018349	0.906595602931	3135.0	10.2882185134	0.99773552697
CK-3	4120.53303965	0.92398401066	2688.0	9.91973395079	0.99694189217
TA-1	3962.22815534	0.926115922718	2471.0	9.52630376527	0.994951160696
TA-2	4219.70927318	0.923317788141	2561.0	9.66463232068	0.995812740429
TA-3	3990.06164384	0.924983344437	2544.0	9.64998334391	0.995588177724
TB-1	4523.23318386	0.91598934044	2742.0	9.79589982179	0.99659305078
TB-2	4341.13707865	0.919253830779	2692.0	9.79042335594	0.996464102768
TB-3	4461.22580645	0.917921385743	2714.0	9.79195256173	0.996592624681
TC-3	3776.00234742	0.928914057295	2441.0	9.56735373553	0.996260108185
TC-2	3337.68652038	0.939440373085	2044.0	8.9998444826	0.993498147582
TC-1	3605.13350785	0.93237841439	2258.0	9.33795252725	0.99533392129
