	chao1	goods_coverage	observed_species	shannon	simpson
CK-1	5844.53988604	0.963134216446	4296.0	10.2942082645	0.997630010143
CK-2	6186.83001328	0.961034741315	4574.0	10.437884193	0.997644998898
CK-3	5089.04501608	0.969082729318	3860.0	10.0583049997	0.996963253563
TA-1	5214.17414722	0.967058235441	3656.0	9.65675301422	0.994994699213
TA-2	5502.02581756	0.964858785304	3802.0	9.79944608797	0.995853262378
TA-3	5397.6109215	0.965808547863	3802.0	9.81957546059	0.995916123444
TB-1	5862.63054187	0.962809297676	4046.0	9.94077185941	0.996682522696
TB-2	5643.74883721	0.963559110222	3997.0	9.91431871679	0.996464952745
TB-3	5632.06153846	0.963884028993	4027.0	9.92467657208	0.996604080672
TC-3	5354.77757685	0.96575856036	3659.0	9.67552257157	0.99622849224
TC-2	4357.1875	0.972106973257	3061.0	9.12895214492	0.993737734024
TC-1	4795.208981	0.968607848038	3434.0	9.45900156001	0.995302130478
