	chao1	goods_coverage	observed_species	shannon	simpson
CK-1	6792.15917843	0.981052368454	5318.0	10.3342521959	0.997584830705
CK-2	7167.05970149	0.980177477815	5724.0	10.5027057293	0.997652232604
CK-3	5793.18804665	0.98497687789	4741.0	10.1081337283	0.99692365101
TA-1	6147.2212766	0.981852268466	4653.0	9.69637037858	0.994932486645
TA-2	6365.13773314	0.981414823147	4780.0	9.85023472581	0.995887454138
TA-3	6381.25143678	0.981527309086	4813.0	9.86985721893	0.995860776745
TB-1	6646.73913043	0.980602424697	5061.0	9.98599561153	0.996655266548
TB-2	6734.37662338	0.97999000125	5071.0	9.96783161529	0.996539072473
TB-3	6684.87220844	0.98031496063	5147.0	9.98039607161	0.996639798228
TC-3	6015.07913669	0.982489688789	4604.0	9.7409508639	0.996288633837
TC-2	5297.69257951	0.984289463817	3903.0	9.16270492926	0.993697020531
TC-1	5785.82378855	0.982552180977	4356.0	9.50223629654	0.995288226142
