	chao1	goods_coverage	observed_species	shannon	simpson
CK-1	6185.25	0.965807598311	4455.0	10.2757671585	0.997570405372
CK-2	6553.39374185	0.963541435237	4799.0	10.4453953932	0.997590652175
CK-3	5200.18965517	0.972072872695	4066.0	10.0606477543	0.996875263494
TA-1	5414.60176991	0.96989557876	3791.0	9.6521881584	0.99495335925
TA-2	5940.9	0.967051766274	4013.0	9.8342618582	0.996018470012
TA-3	5743.36717428	0.968095978671	4000.0	9.82617781283	0.995870537743
TB-1	5894.20673813	0.966785158854	4184.0	9.93578741003	0.996661355612
TB-2	5901.81612903	0.967029548989	4127.0	9.90598974996	0.996479383164
TB-3	5905.5119403	0.966718506998	4232.0	9.9450917644	0.996691111274
TC-3	5440.76156584	0.96976227505	3794.0	9.68469520252	0.996221014057
TC-2	4583.63729508	0.974161297489	3199.0	9.11695322557	0.993651725473
TC-1	5092.94483986	0.970873139302	3565.0	9.45758168829	0.995277318956
