	chao1	goods_coverage	observed_species	shannon	simpson
CK-1	6161.24137931	0.966274161297	4435.0	10.2768162401	0.997546139615
CK-2	6501.65449804	0.964030215508	4794.0	10.4536840689	0.997620663526
CK-3	5368.10248447	0.971117529438	4057.0	10.055505246	0.996891163587
TA-1	5465.38983051	0.969429015774	3862.0	9.68025605088	0.994996429488
TA-2	5585.72895623	0.968829149078	3930.0	9.80300897715	0.99587129395
TA-3	5739.08681135	0.967984892246	4007.0	9.8266013499	0.995805128792
TB-1	5808.0	0.967629415685	4196.0	9.94595936382	0.996626119916
TB-2	5852.44954128	0.967207287269	4188.0	9.91898312837	0.996430431096
TB-3	5847.47254335	0.966696289713	4225.0	9.92964366831	0.996617730558
TC-3	5267.50909091	0.970162186181	3778.0	9.68307168635	0.996267618527
TC-2	4552.78557114	0.974183514774	3201.0	9.12085904634	0.993651150913
TC-1	5165.29038462	0.970962008443	3524.0	9.44640200413	0.995238351585
