	chao1	goods_coverage	observed_species	shannon	simpson
CK-1	6408.66666667	0.976988155668	4975.0	10.3127728268	0.997571063636
CK-2	6870.50689655	0.975403784033	5402.0	10.4919232632	0.99763958125
CK-3	5539.43884892	0.981387478849	4487.0	10.0949732293	0.996923516151
TA-1	5970.35429448	0.977757268113	4368.0	9.69222996349	0.99500653018
TA-2	5992.76005747	0.977818797108	4500.0	9.85124106159	0.995939988265
TA-3	6042.05769231	0.977803414859	4503.0	9.85442479239	0.995877456975
TB-1	6238.31206657	0.977141978157	4708.0	9.9744250059	0.996627624716
TB-2	6375.71809257	0.976342101215	4718.0	9.96195167153	0.996515900989
TB-3	6360.46551724	0.976388247962	4799.0	9.96261420448	0.996630421962
TC-3	5793.99693721	0.978541762806	4305.0	9.7285910646	0.996275926075
TC-2	4932.89417989	0.981402861098	3645.0	9.15645161232	0.993696693238
TC-1	5574.01265823	0.978818643286	4075.0	9.49014054071	0.995250080324
