	chao1	goods_coverage	observed_species	shannon	simpson
CK-1	5528.01756955	0.959468723222	4055.0	10.2669617591	0.997575416695
CK-2	6062.30865922	0.955612682091	4377.0	10.4207335978	0.997629562076
CK-3	5206.83876812	0.963267637818	3710.0	10.0300249737	0.99684511407
TA-1	4977.48771267	0.963638960297	3447.0	9.63561305708	0.994933236931
TA-2	5300.10307414	0.961153956013	3629.0	9.81199160224	0.99601930358
TA-3	5236.51690821	0.960297057983	3682.0	9.79868968029	0.995738347415
TB-1	5727.56315789	0.957897743502	3823.0	9.89924775551	0.996581090268
TB-2	5301.38714992	0.960497000857	3727.0	9.88406259311	0.996502571877
TB-3	5926.44483363	0.95646958012	3894.0	9.91703212276	0.996640057384
TC-3	4964.48897059	0.963296201085	3448.0	9.66321314355	0.996258185832
TC-2	4151.75806452	0.96843758926	2922.0	9.09983098777	0.993630202037
TC-1	4711.44117647	0.964838617538	3227.0	9.44925842067	0.995382919525
