	chao1	goods_coverage	observed_species	shannon	simpson
CK-1	6291.46726573	0.975254124313	4877.0	10.3138727196	0.997573550551
CK-2	6843.28518519	0.973354440927	5266.0	10.5009946459	0.997641820014
CK-3	5545.79376855	0.979236793868	4395.0	10.0854668759	0.996896021968
TA-1	5732.53106509	0.976487252125	4261.0	9.69409542108	0.995119400335
TA-2	6075.28679818	0.975237460423	4401.0	9.83958588049	0.995886683442
TA-3	6050.47988077	0.975387435427	4426.0	9.86072914531	0.995922767524
TB-1	6451.48104956	0.973721046492	4640.0	9.95660240657	0.996603117389
TB-2	6265.75	0.974437593734	4605.0	9.94015234373	0.996449860701
TB-3	6392.8782235	0.974170971505	4673.0	9.96167823717	0.996625702637
TC-3	5724.00150602	0.976503916014	4228.0	9.72295557715	0.996249670769
TC-2	4859.5	0.979870021663	3576.0	9.14049179381	0.993601064267
TC-1	5502.83645656	0.977470421596	3947.0	9.48664529575	0.995303992688
