	chao1	goods_coverage	observed_species	shannon	simpson
CK-1	6467.0013369	0.977003537917	4974.0	10.3129901237	0.997557835043
CK-2	6904.98319328	0.97544993078	5377.0	10.486061484	0.99761481538
CK-3	5697.92825112	0.980526072912	4501.0	10.0944949987	0.99693172049
TA-1	5973.01572327	0.977911090601	4353.0	9.68574453442	0.994938269528
TA-2	6223.14483821	0.977034302415	4507.0	9.84773466208	0.995915978139
TA-3	6132.58017493	0.977218889402	4535.0	9.85296001773	0.995795468003
TB-1	6548.01178203	0.975896015998	4741.0	9.96226300001	0.996632976915
TB-2	6301.15352697	0.9765574527	4696.0	9.95146182633	0.996528119714
TB-3	6542.00839161	0.975742193509	4804.0	9.97194189118	0.996698436062
TC-3	5807.43589744	0.978557145055	4343.0	9.72737861367	0.996241477031
TC-2	4967.54311927	0.981356714352	3621.0	9.14147340435	0.993593205556
TC-1	5534.89922481	0.978926319028	4081.0	9.50188605008	0.995309591953
