	chao1	goods_coverage	observed_species	shannon	simpson
CK-1	3082.57446809	0.820359281437	1648.0	9.73254156089	0.9972286963
CK-2	3424.62616822	0.796806387226	1812.0	9.90886004581	0.997309094386
CK-3	2873.69642857	0.830139720559	1582.0	9.58188795309	0.996674913646
TA-1	2609.0	0.84371257485	1436.0	9.23285402084	0.994884482532
TA-2	2810.70886076	0.841317365269	1479.0	9.38475426651	0.995547985865
TA-3	2603.5234375	0.847305389222	1462.0	9.38154329844	0.995645913761
TB-1	2791.09246575	0.831137724551	1567.0	9.51229003007	0.99641642862
TB-2	3129.10810811	0.821157684631	1581.0	9.48944073759	0.996237146466
TB-3	2954.59459459	0.829341317365	1545.0	9.46220359625	0.996464077832
TC-3	2831.85135135	0.842315369261	1428.0	9.28374807163	0.996132126964
TC-2	2099.07246377	0.877045908184	1184.0	8.75150411299	0.993286321568
TC-1	2400.24630542	0.865469061876	1283.0	9.00609203111	0.994651256369
