	chao1	goods_coverage	observed_species	shannon	simpson
CK-1	5667.08610272	0.958554698658	4078.0	10.2675328035	0.997584826827
CK-2	6285.89583333	0.953556126821	4451.0	10.4320567218	0.997591673526
CK-3	4942.00983607	0.965038560411	3715.0	10.0527291135	0.996926895902
TA-1	4919.39032815	0.963096258212	3479.0	9.6333458851	0.994960458925
TA-2	5355.23339318	0.960525564125	3642.0	9.78836205278	0.995848111622
TA-3	5322.89130435	0.960925449871	3629.0	9.8102167337	0.995962881948
TB-1	5434.72259136	0.959840045701	3794.0	9.89135703368	0.996588402008
TB-2	5620.91564148	0.958497572122	3767.0	9.88663651829	0.996533303701
TB-3	5513.56923077	0.958297629249	3875.0	9.90207919157	0.996616015614
TC-3	5067.44714038	0.961582405027	3501.0	9.6697594567	0.996253838928
TC-2	4343.4091954	0.968066266781	2908.0	9.09265946213	0.993540955084
TC-1	4707.49129594	0.964752927735	3236.0	9.44226080812	0.995368017021
