	chao1	goods_coverage	observed_species	shannon	simpson
CK-1	6526.50189155	0.978545922011	5105.0	10.3212269745	0.997563327262
CK-2	7062.76717113	0.976746179117	5521.0	10.4964450056	0.997658085901
CK-3	5473.8551532	0.983416654764	4536.0	10.0974281177	0.996917342047
TA-1	5949.84693878	0.979502928153	4450.0	9.6847898074	0.994968359755
TA-2	6255.31818182	0.978917297529	4606.0	9.85907142947	0.995913505612
TA-3	6203.84210526	0.978860162834	4647.0	9.86297184982	0.995909531646
TB-1	6456.48228883	0.978003142408	4842.0	9.96570322295	0.996595616832
TB-2	6591.58022923	0.97763176689	4836.0	9.9591792026	0.996493949555
TB-3	6585.12449799	0.977531781174	4930.0	9.96805484406	0.996644651393
TC-3	5919.61270802	0.979774317955	4404.0	9.71806399581	0.996264368216
TC-2	5222.83269962	0.982116840451	3734.0	9.15516469567	0.993664351947
TC-1	5700.88178914	0.980159977146	4161.0	9.49604261415	0.99532220926
