	chao1	goods_coverage	observed_species	shannon	simpson
CK-1	6186.04945055	0.973368478458	4713.0	10.31057879	0.997603623224
CK-2	6802.05535055	0.970259952736	5157.0	10.4789396148	0.997603298714
CK-3	5372.25316456	0.977585893474	4304.0	10.084238858	0.996918789963
TA-1	5720.48076923	0.974259225595	4115.0	9.67522214696	0.994997601699
TA-2	5952.71606864	0.97325940738	4266.0	9.83993548642	0.995963519515
TA-3	5805.92307692	0.974022904926	4267.0	9.83139781756	0.995775774899
TB-1	6260.06165414	0.972059625523	4485.0	9.95313486506	0.996616838947
TB-2	6213.06976744	0.972459552809	4435.0	9.93994827704	0.996569627026
TB-3	6142.73955432	0.972386838757	4537.0	9.94165822371	0.996577942019
TC-3	5514.53643411	0.975149972732	4067.0	9.70791070013	0.996292778947
TC-2	4795.22326454	0.978149427377	3441.0	9.13049675995	0.993593905238
TC-1	5341.17355372	0.975531721505	3845.0	9.48597626642	0.995369142614
