	chao1	goods_coverage	observed_species	shannon	simpson
CK-1	6484.00744417	0.978688758749	5104.0	10.3230467568	0.997586220721
CK-2	7049.50115741	0.976703328096	5511.0	10.4904932574	0.997609225168
CK-3	5703.95522388	0.982502499643	4585.0	10.1013721864	0.996923213022
TA-1	6070.60902256	0.979145836309	4469.0	9.69672015457	0.994974574714
TA-2	6230.07680723	0.979002999571	4604.0	9.85749363136	0.995922713594
TA-3	6251.25574713	0.978674475075	4651.0	9.8639988965	0.995875640105
TB-1	6501.85656292	0.977803170976	4869.0	9.96745312248	0.996624701175
TB-2	6341.85948158	0.978545922011	4804.0	9.94928462953	0.996480185325
TB-3	6488.57236842	0.977860305671	4909.0	9.97001324461	0.996650147781
TC-3	5937.29577465	0.979417226111	4476.0	9.73927262251	0.996286026517
TC-2	5044.38035714	0.98253106699	3710.0	9.14168419239	0.993645455714
TC-1	5578.26717557	0.980502785316	4157.0	9.49526139971	0.995301367868
