	chao1	goods_coverage	observed_species	shannon	simpson
CK-1	5468.58216783	0.942023190724	3632.0	10.2234841928	0.997509755794
CK-2	5622.15959004	0.93906437425	3923.0	10.3960449037	0.997596985196
CK-3	4651.60540541	0.95105957617	3303.0	9.99507309437	0.996959747888
TA-1	4587.50679612	0.950139944022	3079.0	9.60021631458	0.994956163876
TA-2	4787.87090164	0.949380247901	3147.0	9.74291206714	0.995927594576
TA-3	4826.25585938	0.948700519792	3220.0	9.80031530174	0.996060959862
TB-1	4905.73702422	0.946221511395	3342.0	9.85039959002	0.996574708781
TB-2	5078.95953757	0.945661735306	3301.0	9.82729485539	0.996407236386
TB-3	5050.49822064	0.945141943223	3377.0	9.87256849383	0.996667073275
TC-3	4574.29896907	0.950979608157	3026.0	9.61567810176	0.996200374708
TC-2	3801.30548926	0.958856457417	2539.0	9.06511646796	0.993577168093
TC-1	4375.63758389	0.952978808477	2830.0	9.41343253445	0.995382047101
