	chao1	goods_coverage	observed_species	shannon	simpson
CK-1	5032.94694534	0.946021591363	3569.0	10.2100195206	0.997532412865
CK-2	5693.46266471	0.937904838065	3929.0	10.3964981576	0.997660422436
CK-3	4652.96167883	0.951579368253	3316.0	9.9926895257	0.996826171571
TA-1	4623.87549407	0.950179928029	3091.0	9.61483776931	0.994944288578
TA-2	4633.07976654	0.950659736106	3153.0	9.77732772865	0.996052250032
TA-3	4959.49382716	0.947660935626	3198.0	9.75741515295	0.995804688121
TB-1	5109.97058824	0.944982007197	3371.0	9.87434187862	0.99662481269
TB-2	5099.58396947	0.945421831267	3323.0	9.85750414976	0.996547146835
TB-3	5027.91985428	0.945821671331	3357.0	9.86103206758	0.996594197187
TC-3	4702.90909091	0.950819672131	3027.0	9.62664456879	0.996221266791
TC-2	3729.54098361	0.9593762495	2522.0	9.06535831827	0.993703105723
TC-1	4423.08219178	0.95293882447	2843.0	9.41581482188	0.995287681009
