	chao1	goods_coverage	observed_species	shannon	simpson
CK-1	4880.40917782	0.934332833583	3231.0	10.1561948461	0.997478726903
CK-2	5579.83044983	0.92383808096	3572.0	10.3466334329	0.997557612998
CK-3	4422.60227273	0.939830084958	3051.0	9.96812064725	0.996855440346
TA-1	4348.63829787	0.940029985007	2818.0	9.60054375834	0.995298372803
TA-2	4302.91	0.940529735132	2888.0	9.71401972296	0.995847248789
TA-3	4422.14072495	0.94027986007	2901.0	9.72757698833	0.995879171858
TB-1	4735.84210526	0.934982508746	3024.0	9.82044836072	0.996636694147
TB-2	4625.42362525	0.93668165917	2992.0	9.8007020572	0.996417843052
TB-3	4771.28076923	0.933833083458	3087.0	9.82255045304	0.996571274583
TC-3	4369.67381974	0.939780109945	2813.0	9.62050825691	0.996327693225
TC-2	3484.83631714	0.952073963018	2310.0	9.03334421912	0.993534412204
TC-1	4222.16504854	0.942428785607	2613.0	9.38869643559	0.995305290883
