	chao1	goods_coverage	observed_species	shannon	simpson
CK-1	6166.96270718	0.969726054789	4585.0	10.2873768513	0.997582621448
CK-2	6635.6080207	0.967806438712	4960.0	10.4675452609	0.997601509092
CK-3	5482.3672496	0.974405118976	4181.0	10.085146514	0.996962583088
TA-1	5612.20486111	0.972545490902	3977.0	9.67667257714	0.994992267293
TA-2	5704.43809524	0.971665666867	4112.0	9.84359006111	0.995983883407
TA-3	5598.11377246	0.971985602879	4130.0	9.83988766592	0.995874364819
TB-1	5976.63622754	0.970205958808	4316.0	9.94494156797	0.99664121165
TB-2	5973.70597015	0.969946010798	4289.0	9.93445839389	0.996602092099
TB-3	6070.72439759	0.969886022795	4364.0	9.93373732921	0.99659304052
TC-3	5364.90151515	0.972905418916	3975.0	9.69905727832	0.996250417583
TC-2	4685.20547945	0.976344731054	3317.0	9.13355521294	0.993668650393
TC-1	5194.40526316	0.973725254949	3681.0	9.46564031122	0.995269932216
