	chao1	goods_coverage	observed_species	shannon	simpson
CK-1	6045.46906475	0.966696289713	4430.0	10.291330745	0.997605659825
CK-2	6526.00384123	0.963763608087	4824.0	10.4606615441	0.997666460454
CK-3	5324.10049423	0.971895134415	4007.0	10.0694628697	0.996929945361
TA-1	5524.10193322	0.969295712064	3847.0	9.65791524598	0.994933927887
TA-2	5568.36486486	0.969073539214	3933.0	9.81748230673	0.995935766033
TA-3	5869.2972973	0.967273939125	4038.0	9.84152187085	0.995843685481
TB-1	5742.48826291	0.968273716952	4148.0	9.93987962388	0.996647811015
TB-2	5787.02373887	0.967096200844	4161.0	9.91821957804	0.996528315488
TB-3	6023.65667166	0.965785381026	4247.0	9.92626772466	0.996634274316
TC-3	5423.10684474	0.969295712064	3830.0	9.68848443372	0.996206954134
TC-2	4393.31337325	0.975161075317	3147.0	9.11587338323	0.99366318507
TC-1	5071.23985891	0.970962008443	3566.0	9.45693206511	0.995244315354
