	chao1	goods_coverage	observed_species	shannon	simpson
CK-1	6313.47547684	0.968686262747	4644.0	10.2911116997	0.997544910134
CK-2	6664.06658596	0.967166566687	5033.0	10.4772291832	0.997613748996
CK-3	5326.78855326	0.975464907019	4131.0	10.0736660033	0.996952136067
TA-1	5435.80674847	0.972705458908	4008.0	9.68466857174	0.994978669533
TA-2	5823.23271501	0.971345730854	4093.0	9.81792563565	0.995876043348
TA-3	5577.890625	0.972385522895	4089.0	9.83026012787	0.995822006564
TB-1	6079.45083207	0.96974605079	4349.0	9.93801601662	0.996599491539
TB-2	6184.26858877	0.969086182763	4372.0	9.93819159962	0.996529385185
TB-3	6359.28614458	0.968066386723	4440.0	9.95442274895	0.996674144075
TC-3	5642.92294521	0.972105578884	3978.0	9.71336854782	0.996273579517
TC-2	4892.5661157	0.975444911018	3336.0	9.12369491252	0.993621073426
TC-1	5206.43664384	0.973545290942	3709.0	9.45749341098	0.995198136138
