	chao1	goods_coverage	observed_species	shannon	simpson
CK-1	6736.4611399	0.98128983877	5286.0	10.320510026	0.997540067834
CK-2	7264.69618834	0.979577552806	5769.0	10.5054136103	0.997624188677
CK-3	5659.26514132	0.985401824772	4742.0	10.1089197908	0.996929912257
TA-1	6111.55988456	0.982089738783	4631.0	9.69946736915	0.994965498079
TA-2	6458.80029155	0.981064866892	4787.0	9.8593605345	0.995935796427
TA-3	6330.79830748	0.981639795026	4810.0	9.86657012345	0.995852046428
TB-1	6705.58333333	0.98031496063	5066.0	9.9792715765	0.996631486868
TB-2	6655.83580081	0.98047744032	5015.0	9.9584774627	0.996466903329
TB-3	6847.3491656	0.979765029371	5166.0	9.98787733827	0.996650202189
TC-3	6162.13055954	0.98188976378	4657.0	9.74337445135	0.99629384066
TC-2	5193.23498233	0.984714410699	3873.0	9.15348023796	0.993637025218
TC-1	5785.04992436	0.982677165354	4333.0	9.50575412958	0.995320213457
