	chao1	goods_coverage	observed_species	shannon	simpson
CK-1	6348.24684432	0.972495909835	4744.0	10.2976281923	0.997557147564
CK-2	6802.60465116	0.970696237048	5125.0	10.4880317556	0.997619232093
CK-3	5609.19709208	0.976786038902	4293.0	10.0778496639	0.996917314136
TA-1	5806.25370675	0.974004726413	4123.0	9.68151736363	0.995018931462
TA-2	5882.44427245	0.97362297764	4254.0	9.83273577739	0.99590426437
TA-3	5847.477306	0.973586620614	4303.0	9.84514240191	0.995857737158
TB-1	6046.31355932	0.973004908199	4490.0	9.96882541812	0.996708071223
TB-2	6307.62886598	0.971477913107	4496.0	9.94461875562	0.996487484998
TB-3	6405.69777778	0.971241592438	4553.0	9.9464220057	0.996607269535
TC-3	5505.54307692	0.975313579349	4088.0	9.710035373	0.996246062713
TC-2	4853.11976048	0.978131248864	3410.0	9.12907457416	0.993637895851
TC-1	5329.32758621	0.975913470278	3817.0	9.47304975055	0.99524897871
