	chao1	goods_coverage	observed_species	shannon	simpson
CK-1	5613.72960725	0.958926021137	4053.0	10.27110905	0.997618605073
CK-2	6196.86676017	0.954327335047	4405.0	10.4238472078	0.997640708359
CK-3	5156.25	0.962867752071	3749.0	10.0356073076	0.996894790169
TA-1	4980.33050847	0.962439303056	3516.0	9.62516680012	0.994836798985
TA-2	5111.58361775	0.962182233648	3617.0	9.81164035016	0.995973824266
TA-3	5331.64798599	0.960497000857	3658.0	9.80256846973	0.995888012084
TB-1	5707.12816189	0.957583547558	3849.0	9.91975400281	0.996656647087
TB-2	5473.39108911	0.95912596401	3785.0	9.88388984721	0.996457887211
TB-3	5901.83276451	0.956355327049	3911.0	9.9290590761	0.996646107804
TC-3	4979.68617021	0.962810625536	3478.0	9.6815438792	0.996298724296
TC-2	4323.82894737	0.967666381034	2920.0	9.07963815776	0.99348953957
TC-1	4943.07188161	0.963581833762	3226.0	9.43138507741	0.995287251751
