	chao1	goods_coverage	observed_species	shannon	simpson
CK-1	4460.54882812	0.915856095936	2904.0	10.1207418199	0.997551141788
CK-2	4770.39813084	0.910526315789	3086.0	10.2757178181	0.997682042751
CK-3	4125.13836478	0.923051299134	2728.0	9.91938890128	0.99689520777
TA-1	3932.33333333	0.926382411726	2459.0	9.50152939383	0.994948790524
TA-2	4064.44964871	0.924250499667	2552.0	9.67435818493	0.995962762555
TA-3	4253.58690176	0.922984676882	2572.0	9.6840359737	0.995774214037
TB-1	4455.65738758	0.915656229181	2741.0	9.79389913345	0.996529215921
TB-2	4365.56944444	0.919187208528	2664.0	9.75413725768	0.996517942069
TB-3	4289.2633833	0.919387075283	2723.0	9.80578456805	0.996646224303
TC-3	3838.15402844	0.928114590273	2460.0	9.57653814066	0.996186819269
TC-2	3507.23934426	0.937175216522	2051.0	9.00124611726	0.993623598037
TC-1	3519.28532609	0.935043304464	2229.0	9.31286058458	0.995217649704
