	chao1	goods_coverage	observed_species	shannon	simpson
CK-1	4734.87052811	0.934482758621	3272.0	10.1766270672	0.99755400161
CK-2	5285.85990338	0.926786606697	3559.0	10.3437804111	0.997623492102
CK-3	4390.92366412	0.940379810095	3034.0	9.95930046506	0.99692725851
TA-1	4393.36086957	0.939830084958	2819.0	9.57886809249	0.994936319946
TA-2	4271.77821782	0.941129435282	2899.0	9.74341932684	0.995972198808
TA-3	4498.42060086	0.939380309845	2921.0	9.74296133428	0.995822818226
TB-1	4859.37037037	0.932583708146	3087.0	9.83057999274	0.996515305566
TB-2	4553.13373253	0.937531234383	2995.0	9.81688392408	0.996457043842
TB-3	4747.0	0.934232883558	3102.0	9.82756894573	0.996569231626
TC-3	4250.47368421	0.94247876062	2736.0	9.5888277455	0.996206904044
TC-2	3816.72807018	0.949325337331	2315.0	9.03213662221	0.993572963643
TC-1	4202.02743142	0.943028485757	2583.0	9.36495360376	0.995306479694
