	chao1	goods_coverage	observed_species	shannon	simpson
CK-1	5422.91344668	0.95208263912	3826.0	10.2082171839	0.997448034927
CK-2	5722.64493759	0.949516827724	4132.0	10.3959856232	0.997565791965
CK-3	4721.56612903	0.959546817727	3534.0	10.0354787097	0.99695925861
TA-1	4712.00531915	0.957780739753	3290.0	9.61026821151	0.994934253283
TA-2	4877.15343915	0.956681106298	3388.0	9.75344424516	0.995825234752
TA-3	5138.05978261	0.954615128291	3459.0	9.77944676172	0.995723755749
TB-1	5442.29601518	0.953448850383	3592.0	9.89496995601	0.996629225335
TB-2	5246.93015332	0.953382205931	3581.0	9.8692949194	0.996507120086
TB-3	5234.08757962	0.953248917028	3668.0	9.90841155579	0.996586442751
TC-3	4932.06156716	0.956314561813	3330.0	9.66672912937	0.996237415474
TC-2	4129.93069307	0.964278573809	2709.0	9.08329135871	0.99368868158
TC-1	4574.14925373	0.959880039987	3030.0	9.43178686449	0.995360751126
