	chao1	goods_coverage	observed_species	shannon	simpson
CK-1	6325.36363636	0.975087485419	4854.0	10.3018572989	0.997562951862
CK-2	6902.421875	0.972704549242	5291.0	10.4891449302	0.997615731489
CK-3	5513.6398243	0.979503416097	4407.0	10.0888535445	0.996916427943
TA-1	5779.47900467	0.976537243793	4239.0	9.68659864752	0.995029363128
TA-2	5909.07566766	0.976020663223	4374.0	9.84090087499	0.995928947131
TA-3	6020.06042296	0.975737377104	4420.0	9.86104429479	0.995864150953
TB-1	6168.48285322	0.974920846526	4616.0	9.95772553388	0.996630066183
TB-2	6256.45557123	0.97453757707	4611.0	9.95863162888	0.996526785612
TB-3	6518.59830269	0.973321113148	4707.0	9.94896857895	0.996587658098
TC-3	5719.60986547	0.976537243793	4239.0	9.72155511371	0.996261989996
TC-2	4713.87323944	0.980536577237	3514.0	9.1484996677	0.993726671284
TC-1	5445.19063545	0.977603732711	3936.0	9.48465586225	0.995311346903
