	chao1	goods_coverage	observed_species	shannon	simpson
CK-1	3103.89735099	0.815968063872	1698.0	9.79457479289	0.997362082223
CK-2	3388.71559633	0.797405189621	1815.0	9.93603721505	0.997539292672
CK-3	3025.36071429	0.822954091816	1622.0	9.63244705945	0.996836665989
TA-1	2742.40963855	0.839520958084	1446.0	9.24975422745	0.994637391883
TA-2	2597.72177419	0.849301397206	1450.0	9.3591364672	0.995700176493
TA-3	2763.45136187	0.838922155689	1498.0	9.39561211453	0.99570742746
TB-1	3071.75	0.826546906188	1551.0	9.46724754345	0.996334516596
TB-2	2846.42335766	0.831337325349	1545.0	9.48737247635	0.996453400584
TB-3	2867.20955882	0.830938123752	1550.0	9.45876583165	0.996443360783
TC-3	2464.61445783	0.854291417166	1396.0	9.28961270741	0.996283441102
TC-2	2054.15566038	0.878243512974	1178.0	8.75189421558	0.993660264302
TC-1	2591.63551402	0.85369261477	1338.0	9.08798886801	0.995286712005
