	chao1	goods_coverage	observed_species	shannon	simpson
CK-1	3241.56569343	0.815968063872	1692.0	9.80320062252	0.9973718033
CK-2	3426.01904762	0.798003992016	1802.0	9.91628883431	0.997529332552
CK-3	2635.6187291	0.839520958084	1556.0	9.54776677249	0.996527503874
TA-1	2739.95238095	0.843912175649	1418.0	9.21821076574	0.994885279342
TA-2	2740.2804878	0.842914171657	1483.0	9.38439617528	0.995718264071
TA-3	2669.60526316	0.842115768463	1495.0	9.41343045764	0.995767427221
TB-1	2906.84758364	0.829740518962	1556.0	9.49552834193	0.996549495819
TB-2	2829.13533835	0.834730538922	1542.0	9.50917551158	0.996463599747
TB-3	3054.23828125	0.825548902196	1564.0	9.49677207488	0.996588061402
TC-3	2773.52054795	0.845309381238	1404.0	9.22858960364	0.995839060402
TC-2	2112.03030303	0.878443113772	1177.0	8.75198635501	0.993364090183
TC-1	2622.46330275	0.851696606786	1358.0	9.15005757138	0.995299381277
