	chao1	goods_coverage	observed_species	shannon	simpson
CK-1	5663.90909091	0.958411882319	4059.0	10.2428568555	0.997551249282
CK-2	6233.16430595	0.954270208512	4419.0	10.4268205541	0.99759739597
CK-3	4907.19508449	0.964638674664	3731.0	10.0308666169	0.996862103544
TA-1	4956.80483592	0.962924878606	3503.0	9.63855695227	0.994913094973
TA-2	5514.22346369	0.959525849757	3646.0	9.79960853129	0.996010586929
TA-3	5261.18838028	0.961211082548	3639.0	9.79820542723	0.995848234001
TB-1	5551.81045752	0.95864038846	3840.0	9.91589295744	0.99666194202
TB-2	5576.67980296	0.958240502714	3823.0	9.91486114768	0.996544131799
TB-3	5487.15321252	0.959325906884	3818.0	9.89637862831	0.99660491502
TC-3	5042.42537313	0.962724935733	3455.0	9.66539782825	0.996230337258
TC-2	4397.70681818	0.967380748358	2917.0	9.09951361127	0.993701752982
TC-1	4763.06118547	0.963838903171	3232.0	9.43238549253	0.995318190804
