	chao1	goods_coverage	observed_species	shannon	simpson
CK-1	6446.67809058	0.978788744465	5098.0	10.3215229404	0.997582813531
CK-2	7164.00364078	0.976417654621	5511.0	10.4971835001	0.997653696951
CK-3	5627.18032787	0.982502499643	4603.0	10.1039882639	0.996945998349
TA-1	6004.74193548	0.979245822025	4458.0	9.68827594784	0.994954827703
TA-2	6215.9544808	0.978603056706	4621.0	9.84449108176	0.995873442774
TA-3	6276.56387665	0.978745893444	4652.0	9.86590119562	0.995883475826
TB-1	6669.77350427	0.977274675046	4868.0	9.97184115257	0.996631626951
TB-2	6666.56164384	0.976917583202	4879.0	9.95400582491	0.9964784295
TB-3	6445.00130208	0.978074560777	4912.0	9.9712532625	0.996646770379
TC-3	5971.87039764	0.979560062848	4465.0	9.7311948914	0.996258863258
TC-2	4958.36131387	0.983145264962	3689.0	9.14265267613	0.993623446492
TC-1	5739.87980769	0.979974289387	4166.0	9.48959160307	0.995272372888
