	chao1	goods_coverage	observed_species	shannon	simpson
CK-1	6579.13274336	0.980215971204	5188.0	10.3243211766	0.997577888251
CK-2	7264.97156398	0.978029596054	5657.0	10.5023309469	0.997618902024
CK-3	5626.68888889	0.984215437942	4654.0	10.1056784825	0.996948240701
TA-1	6331.30696203	0.980095987202	4569.0	9.69840995184	0.994957366481
TA-2	6275.46958982	0.980082655646	4698.0	9.856941707	0.995942103333
TA-3	6422.37610619	0.979869350753	4742.0	9.86900404084	0.995846289952
TB-1	6794.06302521	0.978589521397	4989.0	9.97981530722	0.996638714714
TB-2	6579.64534075	0.979336088522	4910.0	9.96437084277	0.996561144645
TB-3	6680.76184379	0.978709505399	5049.0	9.97524177004	0.99664055991
TC-3	5991.6419214	0.981042527663	4521.0	9.72296215278	0.996211398983
TC-2	5111.98984772	0.983588854819	3831.0	9.15064397897	0.993630982074
TC-1	5732.88923077	0.98149580056	4252.0	9.49941997215	0.99533747098
