	chao1	goods_coverage	observed_species	shannon	simpson
CK-1	5837.77089337	0.963059235191	4265.0	10.2611077599	0.997515778516
CK-2	6376.04638472	0.959760059985	4609.0	10.4493468905	0.997641579358
CK-3	5276.54929577	0.967383154211	3945.0	10.0604593844	0.996896053417
TA-1	5332.9204947	0.966058485379	3705.0	9.66136200249	0.994978709709
TA-2	5290.52284264	0.966458385404	3768.0	9.7992907536	0.995865452532
TA-3	5523.59738134	0.964533866533	3877.0	9.82532150259	0.995863188664
TB-1	5795.79304636	0.963134216446	3996.0	9.91749956949	0.996665871023
TB-2	5650.22852512	0.963934016496	3964.0	9.91242942637	0.996535300067
TB-3	6000.52427184	0.961509622594	4083.0	9.92405934198	0.99664489901
TC-3	5292.60940325	0.966258435391	3646.0	9.67858828098	0.996249557955
TC-2	4341.50095969	0.971457135716	3091.0	9.11166467052	0.99354652714
TC-1	5104.27852998	0.96703324169	3423.0	9.43870378664	0.99519592109
