	chao1	goods_coverage	observed_species	shannon	simpson
CK-1	6662.15831135	0.979989334755	5177.0	10.3148185817	0.997552611436
CK-2	7016.86148649	0.979002799627	5621.0	10.5025704022	0.997626887095
CK-3	5707.48920863	0.983922143714	4662.0	10.1059631234	0.996926416477
TA-1	6245.12593703	0.980135981869	4582.0	9.68594329216	0.994890010932
TA-2	6380.65315315	0.979869350753	4670.0	9.85524390401	0.995946901343
TA-3	6326.75108538	0.980189308092	4730.0	9.8662254097	0.995871725302
TB-1	6571.54166667	0.979336088522	4958.0	9.97239394432	0.996617549514
TB-2	6597.90871369	0.979202772964	4916.0	9.95160455279	0.996485892536
TB-3	6833.89473684	0.978322890281	5051.0	9.97200444858	0.996640344501
TC-3	5949.03960396	0.981242501	4550.0	9.73822493253	0.9962600836
TC-2	5192.38586957	0.983482202373	3803.0	9.15305653178	0.993704255333
TC-1	5620.07328244	0.982029062792	4234.0	9.50598904915	0.995326253349
