	chao1	goods_coverage	observed_species	shannon	simpson
CK-1	4569.66666667	0.915722851432	2883.0	10.0974769968	0.997405371769
CK-2	4926.56238698	0.906395736176	3143.0	10.2777939373	0.997574728107
CK-3	4036.77440347	0.925782811459	2692.0	9.89525544741	0.996791958814
TA-1	4158.54102564	0.923917388408	2488.0	9.54011017115	0.995142629764
TA-2	4042.33658537	0.925849433711	2533.0	9.65161745089	0.995758759095
TA-3	4360.48267898	0.918787475017	2646.0	9.71414703991	0.995784458152
TB-1	4290.90021692	0.919253830779	2699.0	9.79637179868	0.996637817737
TB-2	4440.00684932	0.91745502998	2689.0	9.77160771319	0.996460303391
TB-3	4335.88841202	0.917854763491	2706.0	9.75532236986	0.996561697043
TC-3	3874.37906977	0.926515656229	2461.0	9.58424772475	0.996379726418
TC-2	3392.04885993	0.938974017322	2027.0	8.9847270064	0.993558902104
TC-1	3648.37209302	0.931578947368	2287.0	9.35744434704	0.995434746811
