	chao1	goods_coverage	observed_species	shannon	simpson
CK-1	4582.60606061	0.914390406396	2916.0	10.1187743114	0.997505220814
CK-2	4924.82867133	0.905329780147	3161.0	10.2788083926	0.997586783139
CK-3	4157.91004184	0.922318454364	2737.0	9.92039315382	0.996886579278
TA-1	3867.3125	0.925849433711	2486.0	9.53135765121	0.994907157165
TA-2	4158.8705036	0.923251165889	2569.0	9.66815099605	0.995762398685
TA-3	4130.70379147	0.9236508994	2576.0	9.67912573468	0.995691675237
TB-1	4459.66828087	0.918987341772	2671.0	9.7623631836	0.996542043257
TB-2	4384.6943128	0.919586942039	2660.0	9.76195161045	0.996474471161
TB-3	4384.17985612	0.920053297801	2659.0	9.75125273726	0.996542247429
TC-3	4226.59230769	0.922584943371	2497.0	9.57704754088	0.996263108627
TC-2	3109.32590529	0.941372418388	2032.0	8.99300478544	0.993548453818
TC-1	3725.59893048	0.930712858095	2281.0	9.3233055415	0.995061600061
