	chao1	goods_coverage	observed_species	shannon	simpson
CK-1	5765.83090379	0.963884028993	4245.0	10.2813401047	0.997568273515
CK-2	6295.63185379	0.960109972507	4634.0	10.4365881731	0.997557869968
CK-3	5353.48869565	0.967408147963	3876.0	10.0418738975	0.996866334529
TA-1	5212.25432526	0.966658335416	3674.0	9.65579095037	0.994974884122
TA-2	5256.25167785	0.966508372907	3751.0	9.80364010179	0.995917079216
TA-3	5585.34703947	0.964058985254	3886.0	9.83191217314	0.995892560227
TB-1	5866.31527094	0.962659335166	4035.0	9.92392503175	0.996621624399
TB-2	5710.04038772	0.963209197701	3961.0	9.89284480735	0.996416633157
TB-3	5581.9702381	0.963809047738	4023.0	9.92244673273	0.996633789566
TC-3	5253.82010582	0.966333416646	3655.0	9.67717056647	0.996242552708
TC-2	4455.4626556	0.970957260685	3056.0	9.10303576424	0.993633212542
TC-1	4869.17169811	0.968532866783	3375.0	9.43293711383	0.99521125842
