	chao1	goods_coverage	observed_species	shannon	simpson
CK-1	6552.88888889	0.981989751281	5272.0	10.3281552384	0.997564620445
CK-2	7138.83972912	0.980189976253	5722.0	10.5024899606	0.997635395563
CK-3	5708.11618257	0.98525184352	4746.0	10.1096168822	0.996947024542
TA-1	6326.68918919	0.981427321585	4670.0	9.69924387515	0.994949427097
TA-2	6424.3030303	0.981177352831	4789.0	9.85624307214	0.995910688954
TA-3	6366.44351464	0.981502312211	4840.0	9.8721773799	0.995846239755
TB-1	6604.10012837	0.980677415323	5071.0	9.9843075109	0.99664811771
TB-2	6709.21253406	0.980452443445	5044.0	9.96871620019	0.996517010802
TB-3	6803.37662338	0.97999000125	5140.0	9.97248318054	0.996606271298
TC-3	6106.87205882	0.98221472316	4619.0	9.73670057632	0.996243846285
TC-2	5207.03614458	0.984514435696	3887.0	9.1585726162	0.993681782466
TC-1	5723.74251497	0.982902137233	4324.0	9.49669699971	0.995285276879
