	chao1	goods_coverage	observed_species	shannon	simpson
CK-1	5966.94339623	0.961959510122	4287.0	10.2683025484	0.997534779015
CK-2	6308.07190413	0.960059985004	4609.0	10.439657176	0.997608630834
CK-3	5020.72894334	0.969507623094	3882.0	10.0582691087	0.996937117882
TA-1	5489.33962264	0.965383654086	3681.0	9.65221489958	0.995035988566
TA-2	5570.39001848	0.965258685329	3786.0	9.79607955261	0.995808927048
TA-3	5482.3592233	0.964583854036	3859.0	9.82753032062	0.995841610705
TB-1	5840.57575758	0.963109222694	4008.0	9.91813978348	0.996585481223
TB-2	5768.45098039	0.963184203949	3997.0	9.91578179105	0.996548788322
TB-3	5862.80193237	0.962484378905	4050.0	9.92453850286	0.996682206604
TC-3	5143.88739496	0.966808297926	3663.0	9.68233373652	0.99625424811
TC-2	4476.09090909	0.970957260685	3050.0	9.09058807225	0.99356626352
TC-1	4963.45283019	0.968007998	3419.0	9.46228265994	0.995304727929
