	chao1	goods_coverage	observed_species	shannon	simpson
CK-1	5486.26511628	0.951882705765	3871.0	10.253887704	0.997587033357
CK-2	5859.18607955	0.948883705432	4189.0	10.4372966381	0.997673962062
CK-3	4984.37258348	0.957514161946	3557.0	10.0256185156	0.996924881532
TA-1	5001.95266272	0.956414528491	3316.0	9.62801105237	0.994949936159
TA-2	4857.86785714	0.957447517494	3403.0	9.8011748503	0.99606980057
TA-3	4922.14132379	0.956714428524	3414.0	9.78891796583	0.995913113934
TB-1	5313.83333333	0.95314895035	3581.0	9.86078010601	0.996473689044
TB-2	5363.77540107	0.952815728091	3578.0	9.87482279468	0.996449576233
TB-3	5326.55740433	0.952482505831	3636.0	9.88474583776	0.996603935531
TC-3	4795.55432781	0.957247584139	3281.0	9.67094416898	0.996308850066
TC-2	4301.93796526	0.962679106964	2747.0	9.08780766263	0.993616516365
TC-1	4584.92464358	0.959313562146	3068.0	9.43366219398	0.995297710937
