	chao1	goods_coverage	observed_species	shannon	simpson
CK-1	3924.92272727	0.885214785215	2426.0	10.0387824823	0.99755491262
CK-2	4479.01363636	0.871728271728	2607.0	10.1775358939	0.997549483484
CK-3	3743.71688312	0.893206793207	2261.0	9.81313529744	0.99679547226
TA-1	3264.23978202	0.904595404595	2023.0	9.40202998866	0.994666332668
TA-2	3818.44642857	0.894105894106	2148.0	9.58614147075	0.995744814626
TA-3	3623.88948787	0.895904095904	2162.0	9.62429523066	0.996035293378
TB-1	3868.07692308	0.88981018981	2256.0	9.70781164936	0.996494155195
TB-2	3614.17005076	0.894305694306	2195.0	9.67105287833	0.996470482564
TB-3	4055.33333333	0.885214785215	2268.0	9.68342687533	0.996485312889
TC-3	3484.08	0.899300699301	2034.0	9.45010070763	0.996178247327
TC-2	2794.56081081	0.91968031968	1704.0	8.9263572557	0.993325256162
TC-1	3305.59090909	0.906893106893	1897.0	9.25668423847	0.995285074566
