	chao1	goods_coverage	observed_species	shannon	simpson
CK-1	5125.56976744	0.945701719312	3595.0	10.2292364104	0.997601551143
CK-2	5576.66255778	0.940103958417	3849.0	10.3483423	0.99752691966
CK-3	4801.84456929	0.950019992003	3340.0	10.0218254931	0.996939047652
TA-1	4645.53433476	0.950659736106	3013.0	9.55793299226	0.994761238248
TA-2	4776.62862669	0.948380647741	3166.0	9.74460497578	0.995882859171
TA-3	4596.2849162	0.950579768093	3175.0	9.7452044209	0.995685759283
TB-1	5136.01526718	0.945261895242	3349.0	9.86748596623	0.996611367448
TB-2	4957.70718232	0.946461415434	3308.0	9.84377683265	0.996535073296
TB-3	5297.35261194	0.943302678928	3423.0	9.87839122043	0.996622206775
TC-3	4516.36363636	0.951379448221	3024.0	9.61581727299	0.996224297966
TC-2	3962.51752022	0.958656537385	2523.0	9.06983614973	0.993590565373
TC-1	4411.15529412	0.953538584566	2824.0	9.40498217168	0.995251044724
