	chao1	goods_coverage	observed_species	shannon	simpson
CK-1	3204.77852349	0.811377245509	1708.0	9.790196389	0.997322002701
CK-2	3323.23708207	0.800399201597	1805.0	9.91905822725	0.997414034207
CK-3	2915.14238411	0.825349301397	1649.0	9.6932299548	0.996915151732
TA-1	2825.6728972	0.844311377246	1406.0	9.20852430563	0.994944083888
TA-2	2666.6744186	0.843512974052	1477.0	9.39305841877	0.995841689874
TA-3	2748.5093633	0.836726546906	1497.0	9.4099631888	0.996163361899
TB-1	3091.27380952	0.824550898204	1560.0	9.43771625169	0.996047346425
TB-2	3002.275	0.831536926148	1520.0	9.42641432479	0.996194676515
TB-3	3052.51190476	0.826147704591	1549.0	9.45822825791	0.996498420325
TC-3	2936.98591549	0.839920159681	1429.0	9.27490755414	0.99618089171
TC-2	2215.53448276	0.879041916168	1162.0	8.75673142047	0.993721140553
TC-1	2321.58369099	0.863672654691	1322.0	9.11177575484	0.995290297648
