	chao1	goods_coverage	observed_species	shannon	simpson
CK-1	3180.35231317	0.817165668663	1689.0	9.78325630642	0.997352918913
CK-2	3450.28037383	0.79500998004	1809.0	9.8917711321	0.997317859291
CK-3	2964.64233577	0.82754491018	1604.0	9.61215278986	0.996772363457
TA-1	2669.37704918	0.845109780439	1437.0	9.2840760557	0.995090776531
TA-2	2688.2480315	0.843912175649	1486.0	9.39939862164	0.995800176095
TA-3	2789.03370787	0.835329341317	1516.0	9.40763636525	0.995573961857
TB-1	3109.0	0.820159680639	1579.0	9.49349916822	0.996524555679
TB-2	2829.53231939	0.835129740519	1534.0	9.47082263518	0.996250054781
TB-3	2979.75	0.826147704591	1566.0	9.46996426006	0.996325592328
TC-3	2695.21338912	0.845908183633	1450.0	9.35768287936	0.996396109976
TC-2	2299.23350254	0.869261477046	1212.0	8.74597681735	0.993131740511
TC-1	2529.01716738	0.852894211577	1365.0	9.15687171623	0.995435556034
