	chao1	goods_coverage	observed_species	shannon	simpson
CK-1	6051.23498695	0.970225954809	4605.0	10.2837071063	0.997531785784
CK-2	6725.0	0.966946610678	5014.0	10.4667037664	0.997602096857
CK-3	5346.37557252	0.975124975005	4166.0	10.0747316131	0.99692775702
TA-1	5790.74363328	0.971085782843	4017.0	9.66389727047	0.994941901042
TA-2	5942.63247863	0.970805838832	4122.0	9.82896691551	0.995953187687
TA-3	5715.38390093	0.971525694861	4147.0	9.83932383033	0.995853858622
TB-1	6415.43842365	0.968606278744	4393.0	9.96780411163	0.996661687459
TB-2	6188.68322981	0.969126174765	4339.0	9.9413556134	0.996556299218
TB-3	6123.46296296	0.969066186763	4420.0	9.94656681588	0.99664571065
TC-3	5570.00154799	0.971465706859	3995.0	9.69906149191	0.996226288835
TC-2	4630.6108871	0.976844631074	3280.0	9.11783838163	0.993634027444
TC-1	5141.77090301	0.973805238952	3708.0	9.48869680541	0.995403115738
