	chao1	goods_coverage	observed_species	shannon	simpson
CK-1	6777.52795839	0.98112735908	5296.0	10.3264629975	0.997574357386
CK-2	7098.75384615	0.980389951256	5747.0	10.5101824658	0.99764800616
CK-3	5681.67174515	0.985326834146	4728.0	10.1088526047	0.996939180253
TA-1	6346.22239032	0.981377327834	4668.0	9.70228376121	0.994973834745
TA-2	6391.21763869	0.981252343457	4792.0	9.86377481748	0.995982395089
TA-3	6462.19373219	0.981189851269	4850.0	9.87297546385	0.995878912836
TB-1	6664.13368984	0.980589926259	5053.0	9.98225414382	0.996645193754
TB-2	6679.32638889	0.980627421572	5012.0	9.96578325746	0.996531630272
TB-3	6770.38543046	0.980227471566	5114.0	9.97820373044	0.996630274671
TC-3	6096.56439942	0.982139732533	4620.0	9.73532245283	0.996259049046
TC-2	5233.61061947	0.984501937258	3874.0	9.14922539792	0.993645639939
TC-1	5887.53374233	0.982302212223	4351.0	9.50213117611	0.995313644162
