	chao1	goods_coverage	observed_species	shannon	simpson
CK-1	6202.18630137	0.973150336302	4709.0	10.3015889966	0.997591257474
CK-2	6773.79847909	0.970659880022	5124.0	10.4791615221	0.997641507629
CK-3	5426.73913043	0.977331394292	4262.0	10.0719442307	0.996912222434
TA-1	5760.03409091	0.974277404108	4136.0	9.68773365904	0.994992960081
TA-2	5773.12439418	0.974477367751	4182.0	9.81864914129	0.995928823372
TA-3	5689.23308271	0.974822759498	4248.0	9.83768658834	0.995859292295
TB-1	6163.16302766	0.972477731322	4496.0	9.95573574012	0.996637992907
TB-2	6251.65789474	0.972186875114	4441.0	9.93566882091	0.996537057713
TB-3	6280.53744493	0.971841483367	4520.0	9.94913011236	0.996655187976
TC-3	5637.75154321	0.974495546264	4120.0	9.71284652781	0.996245565704
TC-2	4814.73333333	0.978094891838	3433.0	9.12853466294	0.993651227863
TC-1	5511.28571429	0.974950009089	3838.0	9.47054168943	0.995222701324
