	chao1	goods_coverage	observed_species	shannon	simpson
CK-1	5879.70588235	0.96747389469	4448.0	10.2841276148	0.997549665948
CK-2	6724.45365169	0.963430348811	4823.0	10.4592337135	0.997596053231
CK-3	5296.87563025	0.972250610975	3987.0	10.0621304386	0.996972210031
TA-1	5436.1445993	0.96989557876	3838.0	9.6686632295	0.995014687052
TA-2	5568.93376414	0.968740279938	3971.0	9.81339043371	0.995871676002
TA-3	5511.44075829	0.969073539214	3982.0	9.82506373846	0.995856118473
TB-1	5907.14741641	0.966629637858	4194.0	9.94163580409	0.996662236208
TB-2	5888.84313725	0.966496334148	4175.0	9.91971063446	0.996484292587
TB-3	6028.11700468	0.966163074872	4220.0	9.93348458623	0.996627519787
TC-3	5382.53476821	0.969651188625	3839.0	9.71032676169	0.996303620302
TC-2	4682.3647541	0.973428127083	3218.0	9.12205218356	0.993692315825
TC-1	5015.3943662	0.971206398578	3538.0	9.44816617618	0.995255291216
