	chao1	goods_coverage	observed_species	shannon	simpson
CK-1	5862.37850467	0.956726649529	4076.0	10.2439570734	0.997548654846
CK-2	5979.08955224	0.956298200514	4392.0	10.4158828652	0.997547930362
CK-3	5062.09703947	0.963810339903	3743.0	10.0619008247	0.996996953823
TA-1	5095.06521739	0.962296486718	3518.0	9.64579944607	0.994980223955
TA-2	5370.78228782	0.960782633533	3633.0	9.78957943046	0.995872453629
TA-3	5398.43617021	0.960125678378	3672.0	9.79732428501	0.995775136185
TB-1	5374.96623794	0.960182804913	3814.0	9.92345449897	0.996666497784
TB-2	5516.69439728	0.959154527278	3782.0	9.90044329043	0.996528215997
TB-3	5845.35748792	0.956126820908	3947.0	9.91980099048	0.996628514593
TC-3	5290.85233645	0.960468437589	3502.0	9.66491778519	0.996228222548
TC-2	4457.45814978	0.966723793202	2964.0	9.11082482547	0.993600279546
TC-1	4846.29449153	0.964410168523	3203.0	9.41624763609	0.995223275253
