	chao1	goods_coverage	observed_species	shannon	simpson
CK-1	5674.0	0.958611825193	4045.0	10.2342396226	0.997469642044
CK-2	6317.1884273	0.954127392174	4405.0	10.4268716362	0.997622540783
CK-3	5041.03150912	0.964124535847	3734.0	10.0546216102	0.996912693407
TA-1	5031.89165187	0.962410739789	3495.0	9.6202548604	0.994880090162
TA-2	5245.72813688	0.961982290774	3563.0	9.77880983191	0.995981400344
TA-3	5187.7006689	0.961439588689	3665.0	9.80996610125	0.995880612231
TB-1	5720.13827993	0.957526421023	3857.0	9.91747166203	0.996611776404
TB-2	5411.83870968	0.959554413025	3796.0	9.90191424031	0.996446830673
TB-3	5746.01957586	0.956840902599	3885.0	9.91690496465	0.996717286716
TC-3	4946.79646018	0.96312482148	3473.0	9.68002916249	0.996254591152
TC-2	4386.50471698	0.967894887175	2898.0	9.08139652065	0.993521966752
TC-1	4774.52868852	0.964667237932	3208.0	9.41470124307	0.995207269707
