	chao1	goods_coverage	observed_species	shannon	simpson
CK-1	5309.19818457	0.953448850383	3834.0	10.239463355	0.997592845037
CK-2	6144.76845152	0.945551482839	4214.0	10.4152818074	0.997645141279
CK-3	4766.09401709	0.959346884372	3495.0	10.018001553	0.996974035424
TA-1	4814.33395522	0.957247584139	3280.0	9.59144389929	0.99470189266
TA-2	4831.99621928	0.958047317561	3335.0	9.77831373169	0.996034837216
TA-3	4919.40651801	0.956247917361	3442.0	9.78915639651	0.995802247857
TB-1	5355.02702703	0.95331556148	3588.0	9.87626209813	0.996596063003
TB-2	5140.18469218	0.954248583805	3573.0	9.88953540139	0.996581697026
TB-3	5272.92393027	0.952515828057	3665.0	9.90620988864	0.996705032567
TC-3	5025.22645291	0.956347884039	3307.0	9.67149099097	0.996319745023
TC-2	4032.64464692	0.964278573809	2725.0	9.08051171351	0.993671721778
TC-1	4651.21875	0.958980339887	3074.0	9.4293359329	0.995310251465
