	chao1	goods_coverage	observed_species	shannon	simpson
CK-1	6241.69191271	0.975454090985	4850.0	10.2933496108	0.997519653518
CK-2	6820.86046512	0.973587735377	5199.0	10.4709821677	0.997609197001
CK-3	5440.80234261	0.979753374438	4361.0	10.0842651087	0.996915616547
TA-1	5832.39781591	0.976287285452	4254.0	9.68419192398	0.994996292486
TA-2	6116.18314425	0.975537410432	4371.0	9.83968623848	0.995907514276
TA-3	6068.41984733	0.975504082653	4420.0	9.8532836517	0.995857891373
TB-1	6413.55725191	0.974320946509	4602.0	9.96049073708	0.996636692307
TB-2	6274.73624824	0.974404265956	4612.0	9.94634008535	0.996484671874
TB-3	6433.41151079	0.973887685386	4668.0	9.9529707425	0.996631292996
TC-3	5704.44207317	0.976720546576	4218.0	9.72068613035	0.996265092295
TC-2	4940.53258845	0.979620063323	3549.0	9.13413585259	0.993597682062
TC-1	5396.54153355	0.977620396601	3957.0	9.48868274467	0.9953283218
