	chao1	goods_coverage	observed_species	shannon	simpson
CK-1	6551.22420382	0.98048260232	5187.0	10.3277612509	0.997591520526
CK-2	7014.87831858	0.978936141848	5635.0	10.5047472312	0.997638671685
CK-3	5667.14285714	0.984148780163	4648.0	10.1052158055	0.996928356226
TA-1	6086.91818182	0.980949206772	4541.0	9.69842989972	0.994996931752
TA-2	6210.87589158	0.980455939208	4679.0	9.85313574705	0.995946335449
TA-3	6434.15239478	0.979696040528	4752.0	9.86461461396	0.995871663097
TB-1	6624.50463576	0.979042794294	4989.0	9.9861416898	0.996671354898
TB-2	6678.60187668	0.978682842288	4966.0	9.96090477763	0.996545597147
TB-3	6639.38659794	0.978976136515	5038.0	9.97182714252	0.996623143755
TC-3	6005.80372493	0.980935875217	4542.0	9.73219004349	0.996243151226
TC-2	5177.01446655	0.983588854819	3808.0	9.15646174444	0.993689430131
TC-1	5626.01468429	0.981775763232	4255.0	9.49715751594	0.995293457828
