	chao1	goods_coverage	observed_species	shannon	simpson
CK-1	3494.25352113	0.801796407186	1760.0	9.86897729829	0.997516503918
CK-2	3318.05232558	0.797804391218	1828.0	9.95384209639	0.997533396281
CK-3	2880.5	0.82994011976	1604.0	9.63021022218	0.996871486568
TA-1	2972.99118943	0.835129740519	1472.0	9.27096779873	0.994713805921
TA-2	2495.80534351	0.85249500998	1455.0	9.40157664283	0.995960494181
TA-3	2983.79452055	0.838123752495	1484.0	9.37276338193	0.995293962972
TB-1	3190.78423237	0.823153692615	1564.0	9.52194463513	0.996689495261
TB-2	2909.06569343	0.828343313373	1561.0	9.5103110053	0.996572284573
TB-3	2924.7826087	0.82754491018	1574.0	9.50086152449	0.996525750893
TC-3	2434.33333333	0.854091816367	1388.0	9.23006206145	0.995891649834
TC-2	2413.5	0.871057884232	1188.0	8.75633865655	0.99353859148
TC-1	2397.0733945	0.862674650699	1313.0	9.11143225279	0.995480814817
