	chao1	goods_coverage	observed_species	shannon	simpson
CK-1	3932.45971564	0.886113886114	2394.0	10.0151170574	0.997500142215
CK-2	4375.65848214	0.874225774226	2608.0	10.176329844	0.997401040518
CK-3	3473.24113475	0.897702297702	2235.0	9.80865613283	0.996809743703
TA-1	3645.56089744	0.9002997003	2051.0	9.45256246505	0.994764336563
TA-2	3792.18584071	0.894505494505	2149.0	9.59198647491	0.995793796613
TA-3	3584.8974359	0.898401598402	2113.0	9.57752385924	0.995690503303
TB-1	3663.00246914	0.892207792208	2227.0	9.68150894462	0.996417468645
TB-2	3741.35149864	0.893106893107	2183.0	9.67147120012	0.996567568296
TB-3	3782.4025974	0.891008991009	2238.0	9.70569022728	0.996601101197
TC-3	3386.19273743	0.901798201798	2038.0	9.47768743974	0.996252738271
TC-2	3020.6259542	0.916783216783	1698.0	8.9310975687	0.993587990431
TC-1	3227.08	0.907692307692	1915.0	9.29097600971	0.995326132409
