	chao1	goods_coverage	observed_species	shannon	simpson
CK-1	6449.46675532	0.974487585402	4892.0	10.3075144728	0.997543494459
CK-2	6949.54037267	0.972671221463	5280.0	10.481141484	0.997616559546
CK-3	5399.62068966	0.980003332778	4366.0	10.0856284099	0.996935093387
TA-1	5745.64006024	0.976553907682	4256.0	9.68730524514	0.994997568172
TA-2	5950.1198786	0.97583736044	4356.0	9.83641447572	0.995895175056
TA-3	6139.79573171	0.975004165972	4426.0	9.84749090643	0.995801209713
TB-1	6258.98321678	0.974620896517	4638.0	9.97025133264	0.99667058823
TB-2	6395.19587629	0.973987668722	4602.0	9.94426764001	0.996494045971
TB-3	6418.32857143	0.973921013164	4670.0	9.9623309981	0.996664110389
TC-3	5834.01572327	0.976070654891	4214.0	9.71659888354	0.996304637446
TC-2	4849.90282686	0.979886685552	3564.0	9.14523169323	0.993648115249
TC-1	5598.43247863	0.97687052158	3953.0	9.47198475377	0.995231023125
