	chao1	goods_coverage	observed_species	shannon	simpson
CK-1	6094.6227154	0.973495728049	4708.0	10.2947383379	0.997551342072
CK-2	6888.44968153	0.969769132885	5128.0	10.4740581658	0.997604769915
CK-3	5350.07947977	0.977785857117	4272.0	10.0708336327	0.99688985371
TA-1	5827.82258065	0.973895655335	4166.0	9.68858849643	0.994969718285
TA-2	6029.96116505	0.973004908199	4247.0	9.83174665778	0.995885953674
TA-3	5982.63751987	0.973495728049	4294.0	9.84845587432	0.995902388688
TB-1	6089.14117647	0.972932194147	4460.0	9.95245871467	0.996648601281
TB-2	6131.06069364	0.972295946192	4454.0	9.92612380282	0.996468220599
TB-3	6538.05	0.97058716597	4556.0	9.94232355909	0.996633603099
TC-3	5665.14918759	0.973859298309	4139.0	9.70533801222	0.996229182901
TC-2	4626.21072089	0.979094710053	3405.0	9.12375837171	0.993589484366
TC-1	5263.04361874	0.975913470278	3846.0	9.48456384563	0.995308792991
