	chao1	goods_coverage	observed_species	shannon	simpson
CK-1	6052.35285914	0.970865826835	4573.0	10.2923682417	0.997534980506
CK-2	6669.19444444	0.967446510698	4997.0	10.4635948318	0.99757426639
CK-3	5404.14528594	0.974885022995	4186.0	10.078641608	0.996927513118
TA-1	5681.26929674	0.971785642871	3975.0	9.66910792651	0.994997981008
TA-2	5667.24261275	0.971665666867	4107.0	9.81825063284	0.995816970179
TA-3	5747.60904685	0.971605678864	4120.0	9.83920776674	0.995941400402
TB-1	5955.51263001	0.970185962807	4305.0	9.9371487182	0.996622044917
TB-2	5864.84187408	0.970605878824	4284.0	9.92099735694	0.996456571113
TB-3	5893.85714286	0.970905818836	4336.0	9.93203554041	0.996612062511
TC-3	5236.02272727	0.973705258948	3927.0	9.70179127105	0.99622002734
TC-2	4675.00814664	0.976864627075	3313.0	9.13984313949	0.993705221363
TC-1	5430.40384615	0.972265546891	3750.0	9.47640944144	0.995261422021
