	chao1	goods_coverage	observed_species	shannon	simpson
CK-1	6623.6460396	0.981652293463	5291.0	10.3239158283	0.997554415809
CK-2	7187.83617747	0.980039995001	5738.0	10.5065339567	0.997612886503
CK-3	5669.12038304	0.985364329459	4732.0	10.1043222353	0.996933844399
TA-1	6163.15655853	0.981764779403	4663.0	9.6992290178	0.994936475335
TA-2	6378.07102273	0.981339832521	4796.0	9.86057282633	0.995939516434
TA-3	6382.51585014	0.981552305962	4814.0	9.87110512535	0.995872075483
TB-1	6744.64181092	0.980177477815	5071.0	9.97791400282	0.996628415449
TB-2	6743.15268226	0.980302462192	5036.0	9.96829317147	0.996515087845
TB-3	6801.31904161	0.979890013748	5170.0	9.9789194953	0.99664384784
TC-3	6140.13023952	0.982164729409	4617.0	9.74024812932	0.996287023615
TC-2	5141.25380711	0.984739407574	3881.0	9.1515170953	0.993621514409
TC-1	5806.24345146	0.982739657543	4338.0	9.50793907345	0.995307946837
