	chao1	goods_coverage	observed_species	shannon	simpson
CK-1	5736.89010989	0.958211939446	4058.0	10.2544011319	0.997527558332
CK-2	6209.8457223	0.954213081977	4409.0	10.4185436233	0.997591330865
CK-3	5039.01579779	0.963696086832	3764.0	10.0635470033	0.996970712493
TA-1	5083.07821229	0.962553556127	3484.0	9.6431429684	0.995030635961
TA-2	5349.13924051	0.960611253927	3631.0	9.80008212013	0.995893305385
TA-3	5151.08264463	0.961439588689	3646.0	9.79701352825	0.995764498999
TB-1	5459.52801358	0.96009711511	3804.0	9.90559334751	0.996608052818
TB-2	5587.82666667	0.958383319052	3820.0	9.89173127414	0.996502294485
TB-3	5506.25480769	0.958697514996	3832.0	9.9015675408	0.99660174785
TC-3	5097.71214953	0.962325049986	3473.0	9.67255122768	0.99624722067
TC-2	4310.7571116	0.967666381034	2910.0	9.09912891903	0.993646101522
TC-1	4713.60576923	0.964410168523	3222.0	9.42636507981	0.995211879317
