OTU	CK-1	CK-2	CK-3	TA-1	TA-2	TA-3	TB-1	TB-2	TB-3	TC-3	TC-2	TC-1	Taxonomy
Otu007591	0	0	0	0	0	0	0	0	1	2	0	0	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Coxiellaceae
Otu007592	0	1	0	0	1	0	0	1	0	0	0	0	Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__envOPS_17;g__;s__
Otu007593	0	1	0	0	0	0	0	0	1	0	1	0	Root;k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__;s__
Otu007594	0	0	2	1	0	0	0	0	0	0	0	0	Root;k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__NS9_marine_group;g__;s__
Otu007595	1	1	1	0	0	0	0	0	0	0	0	0	Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides
Otu007596	0	0	0	1	0	0	1	1	0	0	0	0	Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Crenotalea;s__
Otu007597	0	0	0	1	0	0	0	0	1	1	0	0	Root;k__Bacteria;p__Chlamydiae;c__Chlamydiae;o__Chlamydiales;f__Parachlamydiaceae
Otu007598	0	0	0	1	0	0	1	1	0	0	0	0	Root;k__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Chloroflexaceae;g__Chloronema;s__
Otu007599	1	0	0	0	0	2	0	0	0	0	0	0	Root;k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__C0119;f__;g__;s__
Otu007600	0	3	0	0	0	0	0	0	0	0	0	0	Root;k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__JG30-KF-AS9;f__;g__;s__
Otu007601	0	0	0	0	0	0	0	2	0	1	0	0	Root;k__Bacteria;p__Chlamydiae;c__Chlamydiae;o__Chlamydiales;f__Parachlamydiaceae
Otu007602	1	0	1	0	0	0	0	1	0	0	0	0	Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__I-10;g__;s__
Otu007603	0	0	0	1	0	1	0	0	1	0	0	0	Root;k__Bacteria;p__Chloroflexi;c__TK10;o__;f__;g__;s__
Otu007604	0	1	0	0	0	0	2	0	0	0	0	0	Root;k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__Singulisphaera
Otu007605	1	0	0	0	0	0	0	1	1	0	0	0	Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnobacter;s__
Otu007606	0	0	0	0	0	0	0	0	0	1	0	2	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria
Otu007607	0	1	0	0	0	0	0	1	0	1	0	0	Root;k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__JG30-KF-CM45;f__;g__;s__
Otu007608	0	0	0	0	0	3	0	0	0	0	0	0	Root;k__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__
Otu007609	0	0	0	0	0	0	0	0	0	2	0	1	Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__DB1-14;f__;g__;s__
Otu007610	0	3	0	0	0	0	0	0	0	0	0	0	Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae;g__Alicyclobacillus
Otu007611	0	0	0	0	0	1	0	0	2	0	0	0	Root;k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__C0119;f__;g__;s__
Otu007612	0	0	0	0	0	0	0	2	0	0	0	1	Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__;s__
Otu007613	0	2	0	0	0	0	0	1	0	0	0	0	Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales;f__Acidothermaceae;g__Acidothermus;s__
Otu007614	0	0	0	0	0	0	1	0	0	1	1	0	Root;k__Bacteria;p__Microgenomates;c__;o__;f__;g__;s__
Otu007615	0	0	0	0	0	0	1	0	0	2	0	0	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Nitrospinaceae;g__Candidatus_Entotheonella
Otu007616	0	0	0	0	0	0	0	0	0	3	0	0	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria
Otu007617	1	1	0	0	0	0	1	0	0	0	0	0	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfurellales;f__Desulfurellaceae;g__;s__
Otu007618	0	0	0	0	0	0	0	2	0	0	1	0	Root;k__Bacteria;p__Verrucomicrobia;c__UA11;o__;f__;g__;s__
Otu007619	0	0	0	0	1	0	0	0	2	0	0	0	Root;k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__;s__
Otu007620	0	0	0	0	0	0	0	0	0	3	0	0	Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__DB1-14;f__;g__;s__
Otu007621	0	1	0	0	0	0	0	1	1	0	0	0	Root;k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__;s__
Otu007622	0	0	1	0	0	0	0	0	1	0	1	0	Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium
Otu007623	0	0	0	1	0	0	0	0	0	0	0	2	Root;k__Bacteria;p__Saccharibacteria;c__;o__;f__;g__;s__
Otu007624	0	0	0	0	1	0	0	2	0	0	0	0	Root;k__Bacteria;p__WCHB1-60;c__;o__;f__;g__;s__
Otu007625	0	1	0	0	2	0	0	0	0	0	0	0	Root;k__Bacteria;p__Chlamydiae;c__Chlamydiae;o__Chlamydiales;f__Simkaniaceae;g__Candidatus_Rhabdochlamydia
Otu007626	0	0	2	1	0	0	0	0	0	0	0	0	Root;k__Bacteria;p__Bacteroidetes
Otu007627	0	0	1	0	0	0	0	2	0	0	0	0	Root;k__Bacteria
Otu007628	0	1	0	0	2	0	0	0	0	0	0	0	Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae
Otu007629	0	0	0	0	2	0	0	0	0	0	1	0	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Blfdi19;g__;s__
Otu007630	0	0	0	0	0	0	0	0	1	0	2	0	Root;k__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__;s__
Otu007631	3	0	0	0	0	0	0	0	0	0	0	0	Root;k__Bacteria;p__Verrucomicrobia
Otu007632	0	0	2	0	0	0	1	0	0	0	0	0	Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__B1-7BS;f__;g__;s__
Otu007633	0	0	0	0	1	0	0	0	2	0	0	0	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Coxiellaceae;g__Aquicella
Otu007634	0	0	0	0	0	0	0	0	1	0	0	2	Root;k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Sporocytophaga;s__
Otu007635	0	0	0	0	0	0	0	1	2	0	0	0	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae;g__Nitrococcus;s__
Otu007636	0	0	0	0	0	0	1	0	1	0	0	1	Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__KF-JG30-B3;g__;s__
Otu007637	0	0	0	0	3	0	0	0	0	0	0	0	Root;k__Bacteria;p__Parcubacteria
Otu007638	0	0	0	1	0	0	1	0	0	1	0	0	Root;k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__;s__
Otu007639	0	0	0	1	0	0	0	0	1	1	0	0	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__CHAB-XI-27;g__;s__
Otu007640	0	0	0	0	0	0	0	1	0	0	0	2	Root;k__Bacteria;p__Armatimonadetes;c__wastewater_metagenome;o__wastewater_metagenome;f__wastewater_metagenome;g__wastewater_metagenome;s__wastewater_metagenome
Otu007641	0	0	0	0	0	0	1	0	0	2	0	0	Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium
Otu007642	0	0	0	0	0	1	0	0	2	0	0	0	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Nitrospinaceae;g__Candidatus_Entotheonella;s__
Otu007643	1	0	1	0	0	0	0	0	1	0	0	0	Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__NS11-12_marine_group;g__;s__
Otu007644	0	0	2	0	0	1	0	0	0	0	0	0	Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Roseomonas;s__bacterium_EM0302
Otu007645	1	0	0	2	0	0	0	0	0	0	0	0	Root;k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__;s__
Otu007646	0	0	0	0	0	0	0	1	0	2	0	0	Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales
Otu007647	0	2	0	0	0	0	0	1	0	0	0	0	Root;k__Bacteria
Otu007648	0	0	0	0	0	0	0	2	0	0	1	0	Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Stella
Otu007649	0	0	0	0	1	0	1	0	1	0	0	0	Root;k__Bacteria
Otu007650	0	2	0	0	0	0	0	0	1	0	0	0	Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae
Otu007651	0	1	0	1	0	0	0	0	0	0	1	0	Root;k__Bacteria;p__Planctomycetes;c__BD7-11;o__;f__;g__;s__
Otu007652	0	0	0	0	0	0	0	1	0	0	0	2	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales;f__Bacteriovoracaceae;g__Peredibacter
Otu007653	0	0	1	0	0	1	0	0	0	0	1	0	Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptosporangiales;f__Streptosporangiaceae;g__Nonomuraea
Otu007654	0	0	0	0	0	0	0	0	0	2	1	0	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria
Otu007655	0	0	0	0	0	0	1	1	0	0	0	1	Root;k__Bacteria;p__Saccharibacteria;c__;o__;f__;g__;s__
Otu007656	0	2	0	0	0	0	0	1	0	0	0	0	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__FFCH16767;g__;s__
Otu007657	0	0	0	1	0	1	0	1	0	0	0	0	Root;k__Bacteria;p__Planctomycetes;c__Pla4_lineage;o__;f__;g__;s__
Otu007658	0	0	0	0	1	0	1	1	0	0	0	0	Root;k__Bacteria;p__Saccharibacteria;c__;o__;f__;g__;s__
Otu007659	0	0	0	0	0	0	0	3	0	0	0	0	Root;k__Bacteria;p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales;f__;g__;s__
Otu007660	0	1	0	0	0	1	1	0	0	0	0	0	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria
Otu007661	0	1	0	0	0	0	0	2	0	0	0	0	Root;k__Bacteria;p__Parcubacteria;c__;o__;f__;g__;s__
Otu007662	0	1	0	0	0	2	0	0	0	0	0	0	Root;k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae
Otu007663	0	0	0	0	0	0	0	3	0	0	0	0	Root;k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales
Otu007664	0	0	1	0	0	0	1	0	0	1	0	0	Root;k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__Lineage_IIa;f__;g__;s__
Otu007665	0	0	0	0	0	0	0	0	1	1	0	1	Root;k__Bacteria
Otu007666	1	1	0	0	0	0	0	1	0	0	0	0	Root;k__Bacteria;p__Armatimonadetes;c__;o__;f__;g__;s__
Otu007667	0	0	0	0	0	0	0	0	0	2	0	1	Root;k__Bacteria;p__Verrucomicrobia;c__Spartobacteria;o__Chthoniobacterales;f__LD29;g__;s__
Otu007668	0	0	0	0	0	0	1	1	0	0	0	1	Root;k__Bacteria
Otu007669	1	0	0	0	0	0	0	2	0	0	0	0	Root;k__Bacteria;p__Parcubacteria;c__;o__;f__;g__;s__
Otu007670	0	2	0	0	0	0	0	1	0	0	0	0	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Nitrospinaceae;g__Candidatus_Entotheonella;s__
Otu007671	0	1	0	0	0	1	0	0	0	1	0	0	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria
Otu007672	0	1	0	1	0	1	0	0	0	0	0	0	Root;k__Bacteria;p__Parcubacteria;c__;o__;f__;g__;s__
Otu007673	0	1	0	1	0	0	0	0	1	0	0	0	Root;k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Pontibacter;s__
Otu007674	1	0	0	0	0	0	2	0	0	0	0	0	Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae
Otu007675	0	0	0	0	0	0	2	0	0	0	1	0	Root;k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__;s__
Otu007676	0	0	0	1	0	0	0	2	0	0	0	0	Root;k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Larkinella;s__
Otu007677	1	0	0	0	0	0	0	0	1	1	0	0	Root;k__Bacteria;p__Chloroflexi;c__;o__;f__;g__;s__
Otu007678	1	1	1	0	0	0	0	0	0	0	0	0	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Coxiellaceae;g__Aquicella;s__Aquicella_sp_LY80
Otu007679	0	0	0	0	1	0	0	0	0	2	0	0	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria
Otu007680	0	1	0	0	0	0	1	1	0	0	0	0	Root;k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__WD2101_soil_group;f__;g__;s__
Otu007681	0	0	0	0	0	0	0	0	0	2	1	0	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales
Otu007682	0	0	0	0	0	0	0	0	0	3	0	0	Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Caldalkalibacillus
Otu007683	0	0	0	0	1	0	1	0	0	0	0	1	Root;k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__;s__
Otu007684	0	0	0	0	0	0	0	0	3	0	0	0	Root;k__Bacteria
Otu007685	0	0	2	0	0	0	0	0	0	1	0	0	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales
Otu007686	0	0	0	0	0	0	0	0	1	2	0	0	Root;k__Bacteria;p__Chloroflexi;c__TK10;o__;f__;g__;s__
Otu007687	0	1	0	1	0	0	0	0	1	0	0	0	Root;k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__;s__
Otu007688	2	0	0	0	0	0	0	0	0	0	0	1	Root;k__Bacteria;p__Actinobacteria;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteriaceae;g__Rubrobacter;s__
Otu007689	0	0	0	0	0	1	0	0	0	0	0	2	Root;k__Bacteria;p__Chloroflexi;c__Gitt-GS-136;o__;f__;g__;s__
Otu007690	0	0	0	0	2	0	0	1	0	0	0	0	Root;k__Bacteria;p__Proteobacteria
Otu007691	0	1	0	0	0	0	1	0	0	1	0	0	Root;k__Bacteria;p__Proteobacteria
Otu007692	0	0	0	0	0	0	0	0	2	0	1	0	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methylobacter
Otu007693	0	0	1	0	0	1	0	0	1	0	0	0	Root;k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__OM1_clade;g__;s__
Otu007694	1	1	0	0	0	0	0	1	0	0	0	0	Root;k__Bacteria;p__Parcubacteria
Otu007695	1	2	0	0	0	0	0	0	0	0	0	0	Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae;g__Alicyclobacillus;s__Bacillales_bacterium_P261
Otu007696	0	0	0	1	0	1	0	0	1	0	0	0	Root;k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__WD2101_soil_group;f__;g__;s__
Otu007697	0	0	0	1	0	0	0	0	1	1	0	0	Root;k__Bacteria;p__Chloroflexi
Otu007698	1	1	0	0	0	0	0	1	0	0	0	0	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Oligoflexales;f__;g__;s__
Otu007699	1	0	1	0	1	0	0	0	0	0	0	0	Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__;s__
Otu007700	0	0	0	0	0	0	0	0	0	1	2	0	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria
Otu007701	0	2	1	0	0	0	0	0	0	0	0	0	Root;k__Bacteria;p__Proteobacteria
Otu007702	0	0	0	0	0	1	0	1	0	1	0	0	Root;k__Bacteria;p__Saccharibacteria;c__;o__;f__;g__;s__
Otu007703	0	0	0	0	0	1	1	0	0	0	0	1	Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
Otu007704	0	0	0	0	0	0	0	1	1	0	0	1	Root;k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__BD2-11_terrestrial_group;f__;g__;s__
Otu007705	0	1	0	1	1	0	0	0	0	0	0	0	Root;k__Bacteria
Otu007706	0	3	0	0	0	0	0	0	0	0	0	0	Root;k__Bacteria;p__Parcubacteria;c__;o__;f__;g__;s__
Otu007707	0	0	0	0	0	0	0	1	0	0	2	0	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadales_Incertae_Sedis
Otu007708	2	1	0	0	0	0	0	0	0	0	0	0	Root;k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__S0134_terrestrial_group;f__;g__;s__
Otu007709	0	1	0	0	0	0	2	0	0	0	0	0	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Oligoflexales;f__;g__;s__
Otu007710	0	1	0	2	0	0	0	0	0	0	0	0	Root;k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae
Otu007711	1	2	0	0	0	0	0	0	0	0	0	0	Root;k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__AT-s3-28;f__;g__;s__
Otu007712	0	1	0	0	0	0	1	0	0	1	0	0	Root;k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium_sp_LWH105
Otu007713	0	0	0	0	0	0	0	2	0	1	0	0	Root;k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae
Otu007714	1	0	0	0	1	1	0	0	0	0	0	0	Root;k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__;s__
Otu007715	2	1	0	0	0	0	0	0	0	0	0	0	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales
Otu007716	2	1	0	0	0	0	0	0	0	0	0	0	Root;k__Bacteria;p__Armatimonadetes;c__;o__;f__;g__;s__
Otu007717	0	0	0	0	0	0	1	0	0	2	0	0	Root;k__Bacteria;p__Acidobacteria;c__Holophagae;o__;f__;g__;s__
Otu007718	2	0	0	0	0	0	0	0	0	0	0	1	Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminiclostridium_1;s__
Otu007719	0	0	0	1	0	0	0	2	0	0	0	0	Root;k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__;s__
Otu007720	0	0	0	0	0	1	0	1	0	0	0	1	Root;k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__;s__
Otu007721	0	0	1	0	0	0	0	2	0	0	0	0	Root;k__Bacteria;p__WCHB1-60;c__;o__;f__;g__;s__
Otu007722	0	1	0	0	0	0	0	0	1	0	1	0	Root;k__Bacteria
Otu007723	1	0	0	1	0	0	0	0	1	0	0	0	Root;k__Bacteria;p__Chloroflexi;c__TK10;o__;f__;g__;s__
Otu007724	0	0	2	0	0	0	0	1	0	0	0	0	Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminiclostridium_1;s__
Otu007725	1	0	0	0	0	0	0	1	0	0	0	1	Root;k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__;g__;s__
Otu007726	0	0	0	0	0	1	0	0	1	1	0	0	Root;k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__;s__
Otu007727	0	3	0	0	0	0	0	0	0	0	0	0	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Oligoflexales;f__;g__;s__
Otu007728	0	0	0	0	0	0	0	2	0	1	0	0	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Haliangiaceae;g__Haliangium
Otu007729	0	0	0	1	1	0	1	0	0	0	0	0	Root;k__Bacteria
Otu007730	0	0	0	0	0	2	1	0	0	0	0	0	Root;k__Bacteria;p__Chloroflexi
Otu007731	0	2	0	0	0	0	0	0	0	1	0	0	Root;k__Bacteria;p__Planctomycetes
Otu007732	0	0	0	1	2	0	0	0	0	0	0	0	Root;k__Bacteria
Otu007733	0	0	0	0	0	0	2	0	0	1	0	0	Root;k__Bacteria;p__Saccharibacteria;c__;o__;f__;g__;s__
Otu007734	0	0	0	0	0	0	0	0	1	0	1	1	Root;k__Bacteria
Otu007735	0	0	0	0	0	1	0	0	2	0	0	0	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__P3OB-42;g__;s__
Otu007736	0	0	0	1	0	1	0	0	0	0	0	1	Root;k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae
Otu007737	0	0	0	0	2	0	0	0	0	1	0	0	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__mle1-27
Otu007738	0	2	0	0	1	0	0	0	0	0	0	0	Root;k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__JG30-KF-CM45;f__;g__;s__
Otu007739	0	1	0	1	0	0	0	0	0	1	0	0	Root;k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Sporocytophaga;s__
Otu007740	0	1	0	0	0	0	1	0	0	0	1	0	Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__DB1-14;f__;g__;s__
Otu007741	0	3	0	0	0	0	0	0	0	0	0	0	Root;k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__;s__
Otu007742	0	2	0	0	0	0	0	1	0	0	0	0	Root;k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Order_II;f__Rhodothermaceae;g__;s__
Otu007743	0	0	0	0	0	0	0	0	1	1	1	0	Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
Otu007744	0	0	0	0	0	0	2	0	1	0	0	0	Root;k__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Deinococcales;f__Trueperaceae;g__Truepera;s__
Otu007745	0	0	0	0	0	0	0	1	1	0	1	0	Root;k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__S0134_terrestrial_group;f__;g__;s__
Otu007746	0	0	0	0	0	2	0	0	0	0	0	1	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Oligoflexales;f__Oligoflexaceae;g__;s__
Otu007747	1	0	0	0	0	1	0	0	1	0	0	0	Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales
Otu007748	0	0	0	0	0	2	1	0	0	0	0	0	Root;k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__;g__;s__
Otu007749	0	0	0	1	2	0	0	0	0	0	0	0	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria
Otu007750	0	3	0	0	0	0	0	0	0	0	0	0	Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium
Otu007751	1	0	1	0	0	0	0	0	0	0	0	1	Root;k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__AT-s3-28;f__;g__;s__
Otu007752	0	1	0	0	1	0	0	1	0	0	0	0	Root;k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__;s__
Otu007753	0	1	0	0	1	0	0	0	0	0	0	1	Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus_massiliensis
Otu007754	1	0	0	0	0	0	1	0	0	0	1	0	Root;k__Bacteria
Otu007755	0	1	0	0	0	0	0	0	2	0	0	0	Root;k__Bacteria
Otu007756	0	0	0	1	1	1	0	0	0	0	0	0	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales;f__Bdellovibrionaceae;g__Bdellovibrio;s__
Otu007757	0	0	0	0	1	0	0	0	0	1	1	0	Root;k__Bacteria;p__WCHB1-60;c__;o__;f__;g__;s__
Otu007758	1	0	0	0	1	0	0	1	0	0	0	0	Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Hyphomicrobium
Otu007759	1	0	0	0	0	0	0	0	2	0	0	0	Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Nitrosomonadaceae;g__;s__
Otu007760	2	0	0	0	1	0	0	0	0	0	0	0	Root;k__Bacteria
Otu007761	0	0	0	0	0	0	0	2	0	1	0	0	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Elev-16S-1158;g__;s__
Otu007762	0	0	0	0	0	1	0	1	0	1	0	0	Root;k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae
Otu007763	0	0	0	0	1	0	0	0	0	2	0	0	Root;k__Bacteria;p__SM2F11;c__;o__;f__;g__;s__
Otu007764	1	0	0	0	2	0	0	0	0	0	0	0	Root;k__Bacteria;p__Bacteroidetes
Otu007765	0	1	0	1	0	0	0	1	0	0	0	0	Root;k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__;g__;s__
Otu007766	3	0	0	0	0	0	0	0	0	0	0	0	Root;k__Bacteria;p__Chloroflexi
