Otu	CK-1	CK-2	CK-3	TA-1	TA-2	TA-3	TB-1	TB-2	TB-3	TC-1	TC-2	TC-3
Otu007128	0	0	0	0	0	0	0	0	4	0	0	0
Otu007129	0	0	0	1	0	0	0	1	2	0	0	0
Otu007130	0	0	0	0	0	2	0	0	0	0	0	2
Otu007131	0	2	0	0	1	0	0	0	0	1	0	0
Otu007132	0	0	0	0	3	1	0	0	0	0	0	0
Otu007133	0	3	0	0	0	0	1	0	0	0	0	0
Otu007134	0	2	0	0	0	0	0	1	0	1	0	0
Otu007135	0	0	0	0	0	0	1	0	1	0	0	2
Otu007136	0	1	0	0	0	0	0	2	0	1	0	0
Otu007137	1	1	0	0	0	1	0	0	1	0	0	0
Otu007138	0	0	0	1	3	0	0	0	0	0	0	0
Otu007139	0	0	0	1	1	0	0	1	1	0	0	0
Otu007140	0	0	2	0	0	0	0	1	0	1	0	0
Otu007141	0	0	0	0	0	2	1	0	1	0	0	0
Otu007142	3	0	1	0	0	0	0	0	0	0	0	0
Otu007143	1	1	0	0	0	0	1	0	0	0	0	1
Otu007144	1	1	0	1	0	0	0	0	0	1	0	0
Otu007145	0	3	0	0	0	0	0	1	0	0	0	0
Otu007146	0	0	1	1	2	0	0	0	0	0	0	0
Otu007147	1	3	0	0	0	0	0	0	0	0	0	0
Otu007148	1	1	1	1	0	0	0	0	0	0	0	0
Otu007149	1	0	0	0	0	0	0	1	0	0	0	2
Otu007150	0	1	1	0	0	1	0	1	0	0	0	0
Otu007151	0	2	0	0	1	0	0	0	1	0	0	0
Otu007152	0	3	0	0	1	0	0	0	0	0	0	0
Otu007153	0	0	1	1	0	0	1	0	1	0	0	0
Otu007154	2	0	0	0	0	0	1	0	0	0	1	0
Otu007155	0	0	1	0	0	0	0	1	2	0	0	0
Otu007156	0	0	0	0	1	2	0	0	0	0	1	0
Otu007157	1	1	1	1	0	0	0	0	0	0	0	0
Otu007158	3	0	0	0	1	0	0	0	0	0	0	0
Otu007159	0	4	0	0	0	0	0	0	0	0	0	0
Otu007160	0	0	1	0	0	0	1	2	0	0	0	0
Otu007161	0	2	0	0	0	0	1	0	1	0	0	0
Otu007162	0	0	0	0	0	0	0	3	1	0	0	0
Otu007163	1	0	0	0	0	0	0	0	3	0	0	0
Otu007164	0	0	0	1	1	0	0	1	0	0	0	1
Otu007165	0	0	2	0	0	0	1	1	0	0	0	0
Otu007166	0	0	0	0	0	0	0	0	2	1	1	0
Otu007167	0	0	0	0	0	0	0	4	0	0	0	0
Otu007168	0	0	0	0	0	0	0	2	1	0	0	1
Otu007169	0	2	1	0	0	1	0	0	0	0	0	0
Otu007170	0	0	0	3	0	0	0	0	0	0	0	1
Otu007171	0	0	3	0	1	0	0	0	0	0	0	0
Otu007172	0	0	1	2	0	0	0	0	1	0	0	0
Otu007173	0	1	0	0	2	1	0	0	0	0	0	0
Otu007174	0	0	0	0	0	0	1	0	2	0	1	0
Otu007175	0	0	1	0	0	1	1	1	0	0	0	0
Otu007176	1	2	0	0	1	0	0	0	0	0	0	0
Otu007177	0	0	0	0	1	0	2	1	0	0	0	0
Otu007178	0	4	0	0	0	0	0	0	0	0	0	0
Otu007179	1	1	1	0	1	0	0	0	0	0	0	0
Otu007180	1	1	0	0	0	0	1	0	1	0	0	0
Otu007181	0	0	0	0	0	3	0	1	0	0	0	0
Otu007182	0	0	0	0	1	1	0	2	0	0	0	0
Otu007183	0	2	2	0	0	0	0	0	0	0	0	0
Otu007184	0	1	0	0	0	1	0	0	0	2	0	0
Otu007185	1	2	0	0	1	0	0	0	0	0	0	0
Otu007186	1	0	1	0	0	0	0	0	0	1	0	1
Otu007187	1	0	0	0	1	0	0	2	0	0	0	0
Otu007188	0	0	0	0	2	1	0	0	0	1	0	0
Otu007189	0	0	0	0	0	0	0	0	1	0	0	3
Otu007190	0	1	0	0	0	1	0	0	0	1	0	1
Otu007191	0	0	0	0	0	0	1	1	1	0	0	1
Otu007192	0	2	0	1	0	0	0	0	0	0	0	1
Otu007193	1	1	1	0	0	0	0	1	0	0	0	0
Otu007194	3	0	0	0	0	0	0	0	0	1	0	0
Otu007195	0	1	0	1	1	0	1	0	0	0	0	0
Otu007196	0	0	1	0	0	0	0	1	2	0	0	0
Otu007197	0	1	0	0	0	0	0	1	0	0	0	2
Otu007198	0	1	1	1	0	1	0	0	0	0	0	0
Otu007199	0	0	0	0	0	0	0	0	0	0	4	0
Otu007200	0	0	0	0	0	0	0	0	1	2	0	1
Otu007201	0	1	0	0	0	0	0	1	0	0	0	2
Otu007202	0	1	0	1	0	0	1	0	0	0	0	1
Otu007203	0	2	1	0	0	0	0	0	0	0	1	0
Otu007204	1	1	0	1	0	0	0	1	0	0	0	0
Otu007205	0	0	0	0	0	0	0	0	0	0	2	2
Otu007206	0	0	1	0	0	0	1	0	1	1	0	0
Otu007207	0	0	0	0	0	0	1	0	1	1	0	1
Otu007208	0	0	0	1	0	0	1	0	0	0	1	1
Otu007209	2	0	0	2	0	0	0	0	0	0	0	0
Otu007210	0	1	0	0	2	0	0	0	0	0	0	1
Otu007211	0	0	2	0	0	0	1	0	0	0	0	1
Otu007212	1	0	0	0	1	0	0	0	1	1	0	0
Otu007213	0	2	0	1	0	0	0	0	1	0	0	0
Otu007214	2	0	0	0	0	0	0	0	1	0	1	0
Otu007215	0	1	0	1	0	0	1	1	0	0	0	0
Otu007216	0	1	0	2	0	1	0	0	0	0	0	0
Otu007217	0	1	1	0	0	0	0	1	0	0	0	1
Otu007218	0	0	1	0	0	0	0	0	0	0	0	3
Otu007219	0	0	0	0	0	0	0	1	2	0	1	0
Otu007220	0	2	0	1	1	0	0	0	0	0	0	0
Otu007221	1	0	0	0	0	2	0	1	0	0	0	0
Otu007222	2	1	0	0	0	0	1	0	0	0	0	0
Otu007223	1	0	0	0	0	2	1	0	0	0	0	0
Otu007224	0	0	0	0	0	0	0	4	0	0	0	0
Otu007225	0	0	2	0	0	2	0	0	0	0	0	0
Otu007226	0	0	2	0	0	0	0	0	2	0	0	0
Otu007227	0	2	0	0	0	0	0	2	0	0	0	0
Otu007228	0	0	0	0	0	0	0	0	1	2	1	0
Otu007229	0	1	0	1	0	1	0	0	0	0	0	1
Otu007230	1	1	0	0	1	0	0	1	0	0	0	0
Otu007231	0	3	1	0	0	0	0	0	0	0	0	0
Otu007232	0	0	4	0	0	0	0	0	0	0	0	0
Otu007233	0	2	1	0	0	0	0	0	0	0	0	1
Otu007234	0	0	2	0	0	0	1	0	0	0	1	0
Otu007235	0	1	1	0	0	0	0	1	0	0	0	1
Otu007236	0	0	0	0	0	1	0	0	1	0	0	2
Otu007237	0	0	0	0	1	1	0	2	0	0	0	0
Otu007238	3	0	0	1	0	0	0	0	0	0	0	0
Otu007239	0	0	0	0	0	0	3	0	0	0	1	0
Otu007240	0	0	0	0	0	0	3	0	1	0	0	0
Otu007241	1	1	0	0	0	0	2	0	0	0	0	0
Otu007242	0	0	1	0	0	0	0	1	1	1	0	0
Otu007243	0	2	0	1	0	0	0	0	1	0	0	0
Otu007244	2	0	1	0	0	0	0	0	0	0	0	1
Otu007245	0	1	0	0	1	0	1	0	1	0	0	0
Otu007246	0	1	0	0	1	1	0	0	1	0	0	0
Otu007247	1	0	1	0	0	1	0	0	1	0	0	0
Otu007248	0	0	0	0	0	0	1	1	0	2	0	0
Otu007249	0	1	2	0	0	0	0	1	0	0	0	0
Otu007250	0	2	0	0	0	2	0	0	0	0	0	0
Otu007251	2	0	1	0	0	1	0	0	0	0	0	0
Otu007252	0	1	0	1	0	1	0	0	1	0	0	0
Otu007253	0	1	0	0	1	0	0	0	1	0	0	0
Otu007254	0	1	0	1	0	0	0	0	0	0	0	1
Otu007255	1	0	1	0	0	0	0	1	0	0	0	0
Otu007256	0	1	0	0	0	0	0	1	1	0	0	0
Otu007257	1	0	2	0	0	0	0	0	0	0	0	0
Otu007258	1	1	0	0	0	1	0	0	0	0	0	0
Otu007259	0	0	0	0	0	0	2	0	0	0	0	1
Otu007260	0	0	0	0	0	0	0	0	0	0	0	3
Otu007261	0	0	0	0	0	0	2	0	1	0	0	0
Otu007262	0	1	0	0	0	0	0	0	2	0	0	0
Otu007263	3	0	0	0	0	0	0	0	0	0	0	0
Otu007264	0	1	1	1	0	0	0	0	0	0	0	0
Otu007265	0	0	0	0	0	0	0	0	0	0	0	3
Otu007266	0	0	0	0	0	0	1	1	0	0	0	1
Otu007267	0	0	0	0	0	0	0	0	0	3	0	0
Otu007268	0	0	0	0	0	0	1	0	0	0	0	2
Otu007269	0	2	1	0	0	0	0	0	0	0	0	0
Otu007270	0	1	0	0	2	0	0	0	0	0	0	0
Otu007271	0	0	0	0	0	0	0	0	1	0	0	2
Otu007272	0	0	0	0	0	0	1	0	0	2	0	0
Otu007273	0	1	0	0	1	0	0	1	0	0	0	0
Otu007274	0	0	2	0	0	0	1	0	0	0	0	0
Otu007275	2	0	0	0	0	0	0	0	0	1	0	0
Otu007276	2	0	0	0	0	0	1	0	0	0	0	0
Otu007277	0	0	0	1	0	1	1	0	0	0	0	0
Otu007278	0	0	0	1	1	0	0	0	1	0	0	0
Otu007279	1	0	0	0	0	1	0	0	0	1	0	0
Otu007280	0	0	0	0	0	0	2	0	0	0	1	0
Otu007281	0	0	0	1	1	1	0	0	0	0	0	0
Otu007282	1	0	0	0	0	1	0	1	0	0	0	0
Otu007283	0	0	0	0	0	0	0	0	1	2	0	0
Otu007284	0	2	0	0	0	0	1	0	0	0	0	0
Otu007285	1	0	0	1	0	1	0	0	0	0	0	0
Otu007286	0	0	0	0	0	0	0	0	0	0	3	0
Otu007287	0	0	0	0	0	0	1	0	2	0	0	0
Otu007288	0	0	0	0	0	0	0	0	0	0	3	0
Otu007289	2	1	0	0	0	0	0	0	0	0	0	0
Otu007290	0	0	0	2	0	0	0	0	0	0	1	0
Otu007291	1	1	0	0	0	1	0	0	0	0	0	0
Otu007292	0	2	0	0	0	0	0	1	0	0	0	0
Otu007293	0	0	0	0	2	0	0	0	0	1	0	0
Otu007294	1	0	0	0	1	0	1	0	0	0	0	0
Otu007295	0	1	0	0	0	0	0	1	0	1	0	0
Otu007296	0	1	0	0	0	0	0	1	1	0	0	0
Otu007297	2	0	0	0	0	0	0	0	1	0	0	0
Otu007298	0	0	0	0	0	0	0	2	0	0	1	0
Otu007299	1	1	0	0	0	1	0	0	0	0	0	0
Otu007300	0	2	1	0	0	0	0	0	0	0	0	0
Otu007301	0	0	0	0	0	0	0	3	0	0	0	0
Otu007302	1	0	0	0	1	1	0	0	0	0	0	0
Otu007303	0	0	0	0	0	0	0	2	0	1	0	0
Otu007304	0	3	0	0	0	0	0	0	0	0	0	0
Otu007305	0	1	1	0	1	0	0	0	0	0	0	0
Otu007306	0	0	0	0	0	0	0	0	0	0	0	3
Otu007307	0	0	0	0	0	0	0	1	2	0	0	0
Otu007308	0	0	0	0	0	0	2	0	0	1	0	0
Otu007309	0	0	1	0	0	0	0	0	0	0	0	2
Otu007310	1	0	2	0	0	0	0	0	0	0	0	0
Otu007311	0	0	0	0	0	0	1	0	0	1	0	1
Otu007312	0	1	1	0	0	0	1	0	0	0	0	0
Otu007313	0	0	1	1	0	1	0	0	0	0	0	0
Otu007314	0	1	0	0	0	0	2	0	0	0	0	0
Otu007315	0	0	0	0	0	0	1	0	0	0	2	0
Otu007316	0	0	0	0	0	0	0	3	0	0	0	0
Otu007317	0	0	0	0	0	0	0	0	0	0	0	3
Otu007318	0	3	0	0	0	0	0	0	0	0	0	0
Otu007319	1	0	0	0	0	0	2	0	0	0	0	0
Otu007320	0	0	0	0	0	0	0	0	2	0	0	1
Otu007321	0	0	0	0	0	1	0	0	0	0	1	1
Otu007322	0	1	1	0	1	0	0	0	0	0	0	0
Otu007323	0	0	0	1	0	0	0	1	0	0	1	0
Otu007324	0	1	0	0	1	0	0	0	0	0	1	0
Otu007325	1	0	0	0	0	0	0	0	1	0	1	0
Otu007326	0	1	0	0	0	0	0	1	1	0	0	0
Otu007327	0	0	0	0	0	0	0	2	0	1	0	0
Otu007328	0	1	0	1	0	1	0	0	0	0	0	0
Otu007329	0	0	0	0	0	1	0	0	0	0	2	0
Otu007330	0	2	0	0	0	0	1	0	0	0	0	0
Otu007331	0	0	0	0	1	0	0	1	0	0	0	1
Otu007332	0	0	0	0	0	0	0	3	0	0	0	0
Otu007333	1	0	0	0	1	1	0	0	0	0	0	0
Otu007334	3	0	0	0	0	0	0	0	0	0	0	0
Otu007335	0	0	0	0	0	1	0	0	0	0	0	2
Otu007336	1	0	0	0	1	0	1	0	0	0	0	0
Otu007337	1	1	0	1	0	0	0	0	0	0	0	0
Otu007338	0	0	0	0	0	0	1	2	0	0	0	0
Otu007339	0	0	1	0	1	0	0	1	0	0	0	0
Otu007340	1	0	0	0	1	1	0	0	0	0	0	0
Otu007341	0	0	0	0	0	1	1	1	0	0	0	0
Otu007342	0	1	1	1	0	0	0	0	0	0	0	0
Otu007343	0	0	1	0	1	0	0	0	0	0	1	0
Otu007344	0	0	0	1	1	0	0	0	1	0	0	0
Otu007345	0	0	1	0	0	0	1	0	0	0	1	0
Otu007346	1	1	0	0	0	0	0	1	0	0	0	0
Otu007347	1	1	0	1	0	0	0	0	0	0	0	0
Otu007348	0	0	0	0	0	0	0	0	0	0	0	3
Otu007349	0	0	0	0	1	0	0	2	0	0	0	0
Otu007350	1	0	0	0	2	0	0	0	0	0	0	0
Otu007351	0	0	2	0	0	0	1	0	0	0	0	0
Otu007352	0	0	2	0	0	0	0	0	0	0	0	1
Otu007353	1	1	0	0	1	0	0	0	0	0	0	0
Otu007354	0	1	0	0	0	1	0	1	0	0	0	0
Otu007355	0	0	0	0	1	1	0	0	0	0	0	1
Otu007356	0	0	2	0	0	0	0	0	0	0	1	0
Otu007357	0	0	0	0	3	0	0	0	0	0	0	0
Otu007358	0	0	0	1	0	0	0	2	0	0	0	0
Otu007359	0	1	0	0	0	0	2	0	0	0	0	0
Otu007360	0	1	1	0	0	0	0	0	1	0	0	0
Otu007361	2	0	0	0	0	1	0	0	0	0	0	0
Otu007362	2	0	0	0	0	1	0	0	0	0	0	0
Otu007363	2	0	1	0	0	0	0	0	0	0	0	0
Otu007364	0	2	0	0	0	0	0	0	0	1	0	0
Otu007365	0	0	0	0	0	0	0	0	0	1	0	2
Otu007366	0	0	0	0	1	0	0	2	0	0	0	0
Otu007367	0	0	0	2	0	0	0	1	0	0	0	0
Otu007368	0	0	0	0	2	0	1	0	0	0	0	0
Otu007369	1	2	0	0	0	0	0	0	0	0	0	0
Otu007370	0	0	0	0	0	0	3	0	0	0	0	0
Otu007371	0	1	0	0	1	0	0	0	1	0	0	0
Otu007372	0	0	0	0	0	0	1	1	0	0	1	0
Otu007373	0	0	2	0	1	0	0	0	0	0	0	0
Otu007374	0	2	0	0	0	0	0	1	0	0	0	0
Otu007375	0	0	0	0	1	1	0	0	0	1	0	0
Otu007376	0	0	0	0	1	0	0	2	0	0	0	0
Otu007377	0	0	0	0	2	0	0	0	0	0	0	1
Otu007378	0	0	2	0	0	0	0	0	0	0	1	0
Otu007379	0	1	1	0	0	0	1	0	0	0	0	0
Otu007380	0	0	0	0	0	0	0	3	0	0	0	0
Otu007381	1	2	0	0	0	0	0	0	0	0	0	0
Otu007382	0	0	0	0	0	0	3	0	0	0	0	0
Otu007383	0	0	0	0	0	0	0	3	0	0	0	0
Otu007384	0	0	0	1	0	0	1	0	0	1	0	0
Otu007385	1	0	0	0	0	0	2	0	0	0	0	0
Otu007386	0	1	0	0	0	1	0	0	0	0	1	0
Otu007387	1	1	0	0	1	0	0	0	0	0	0	0
Otu007388	1	0	0	0	2	0	0	0	0	0	0	0
Otu007389	1	0	0	0	2	0	0	0	0	0	0	0
Otu007390	1	0	0	1	0	0	0	0	0	0	0	1
Otu007391	2	0	0	1	0	0	0	0	0	0	0	0
Otu007392	0	2	0	0	0	0	0	0	0	1	0	0
Otu007393	0	0	0	0	0	0	0	2	0	0	0	1
Otu007394	0	0	1	1	0	0	0	1	0	0	0	0
Otu007395	1	1	0	0	0	1	0	0	0	0	0	0
Otu007396	0	0	0	0	0	1	0	2	0	0	0	0
Otu007397	0	1	0	0	0	0	1	0	1	0	0	0
Otu007398	0	0	0	0	0	0	0	0	1	0	2	0
Otu007399	0	0	0	0	0	1	0	2	0	0	0	0
Otu007400	0	0	0	0	0	0	0	1	0	1	1	0
Otu007401	1	1	1	0	0	0	0	0	0	0	0	0
Otu007402	0	2	0	0	0	0	0	1	0	0	0	0
Otu007403	1	0	0	0	0	1	0	0	0	1	0	0
Otu007404	0	0	1	0	0	0	0	2	0	0	0	0
Otu007405	0	0	3	0	0	0	0	0	0	0	0	0
Otu007406	0	1	0	1	0	0	0	0	1	0	0	0
Otu007407	0	0	2	0	0	0	0	0	0	0	0	1
Otu007408	0	0	0	1	2	0	0	0	0	0	0	0
Otu007409	0	2	0	0	0	0	1	0	0	0	0	0
Otu007410	0	1	1	0	0	1	0	0	0	0	0	0
Otu007411	0	0	1	0	0	0	2	0	0	0	0	0
Otu007412	2	0	0	0	0	0	1	0	0	0	0	0
Otu007413	0	0	0	1	1	0	0	0	1	0	0	0
Otu007414	3	0	0	0	0	0	0	0	0	0	0	0
Otu007415	1	0	0	0	0	1	1	0	0	0	0	0
Otu007416	0	2	0	1	0	0	0	0	0	0	0	0
Otu007417	0	0	0	0	0	0	2	0	1	0	0	0
Otu007418	0	0	0	0	0	0	2	0	0	0	0	1
Otu007419	0	1	0	1	0	0	0	0	1	0	0	0
Otu007420	1	0	0	0	0	0	0	2	0	0	0	0
Otu007421	0	0	0	0	0	0	0	0	0	3	0	0
Otu007422	2	0	0	0	1	0	0	0	0	0	0	0
Otu007423	0	1	0	2	0	0	0	0	0	0	0	0
Otu007424	3	0	0	0	0	0	0	0	0	0	0	0
Otu007425	0	0	0	0	3	0	0	0	0	0	0	0
Otu007426	0	0	0	1	0	1	0	0	1	0	0	0
Otu007427	0	0	0	2	0	0	0	0	1	0	0	0
Otu007428	0	0	0	0	0	0	0	1	1	1	0	0
Otu007429	0	2	0	0	0	0	0	0	0	0	0	1
Otu007430	0	2	0	0	0	0	0	1	0	0	0	0
Otu007431	0	0	0	0	0	0	0	1	1	0	0	1
Otu007432	0	0	0	0	1	0	0	1	0	1	0	0
Otu007433	0	2	0	0	0	0	0	0	1	0	0	0
Otu007434	0	0	0	0	1	0	1	1	0	0	0	0
Otu007435	0	1	2	0	0	0	0	0	0	0	0	0
Otu007436	0	1	0	0	0	0	0	1	0	0	1	0
Otu007437	0	0	0	0	0	1	0	1	1	0	0	0
Otu007438	0	0	1	0	1	0	0	0	0	0	0	1
Otu007439	0	1	0	0	1	1	0	0	0	0	0	0
Otu007440	0	0	0	1	0	0	0	1	0	1	0	0
Otu007441	0	0	0	0	2	1	0	0	0	0	0	0
Otu007442	0	2	0	0	0	0	0	1	0	0	0	0
Otu007443	0	0	1	0	0	0	0	2	0	0	0	0
Otu007444	0	1	0	1	0	0	0	0	0	0	1	0
Otu007445	0	2	0	0	0	1	0	0	0	0	0	0
Otu007446	1	0	0	0	0	0	0	1	0	1	0	0
Otu007447	0	1	2	0	0	0	0	0	0	0	0	0
Otu007448	0	1	1	0	0	0	0	0	1	0	0	0
Otu007449	0	1	1	0	0	0	0	0	0	1	0	0
Otu007450	1	1	0	0	0	0	0	0	0	0	0	1
Otu007451	1	0	0	0	0	0	0	0	1	1	0	0
Otu007452	1	0	0	0	1	0	0	0	0	0	0	1
Otu007453	0	0	3	0	0	0	0	0	0	0	0	0
Otu007454	0	0	0	0	0	0	0	1	0	0	0	2
Otu007455	0	0	0	0	0	0	0	0	3	0	0	0
Otu007456	1	1	0	0	0	0	0	0	0	1	0	0
Otu007457	0	1	0	0	0	0	1	1	0	0	0	0
Otu007458	0	0	0	0	0	0	1	0	1	0	0	1
Otu007459	0	1	1	1	0	0	0	0	0	0	0	0
Otu007460	0	0	1	0	0	0	0	0	2	0	0	0
Otu007461	0	0	1	0	0	1	0	0	0	0	0	1
Otu007462	0	0	0	0	1	0	0	0	1	0	0	1
Otu007463	0	0	2	0	0	0	0	1	0	0	0	0
Otu007464	0	0	0	0	1	0	0	0	0	1	1	0
Otu007465	0	0	0	0	0	0	0	0	1	0	1	1
Otu007466	1	0	0	0	0	0	0	0	0	1	0	1
Otu007467	1	0	0	0	0	0	0	0	1	0	1	0
Otu007468	0	1	0	0	0	0	1	0	0	1	0	0
Otu007469	0	1	0	0	0	0	1	0	1	0	0	0
Otu007470	1	0	2	0	0	0	0	0	0	0	0	0
Otu007471	0	0	2	0	0	1	0	0	0	0	0	0
Otu007472	1	0	0	0	0	0	0	2	0	0	0	0
Otu007473	0	0	0	0	0	0	0	1	0	0	0	2
Otu007474	0	0	0	0	0	0	2	1	0	0	0	0
Otu007475	0	0	0	0	1	0	2	0	0	0	0	0
Otu007476	0	0	0	0	1	1	1	0	0	0	0	0
Otu007477	0	0	0	0	0	0	0	0	0	1	2	0
Otu007478	0	0	0	0	0	0	1	1	1	0	0	0
Otu007479	2	0	0	0	0	1	0	0	0	0	0	0
Otu007480	1	1	0	0	1	0	0	0	0	0	0	0
Otu007481	0	1	0	0	0	0	0	0	2	0	0	0
Otu007482	1	0	0	0	0	0	0	2	0	0	0	0
Otu007483	0	0	0	2	1	0	0	0	0	0	0	0
Otu007484	0	1	0	1	0	1	0	0	0	0	0	0
Otu007485	0	0	0	0	0	0	0	0	0	1	0	2
Otu007486	0	1	2	0	0	0	0	0	0	0	0	0
Otu007487	1	0	0	0	0	0	1	0	0	0	0	1
Otu007488	0	0	0	0	1	0	0	0	0	0	0	2
Otu007489	0	0	0	0	0	0	0	0	0	0	3	0
Otu007490	0	0	2	0	0	0	0	0	0	1	0	0
Otu007491	0	0	0	0	0	0	0	0	1	0	0	2
Otu007492	0	0	0	0	0	0	0	1	2	0	0	0
Otu007493	0	1	0	0	0	0	0	0	1	0	1	0
Otu007494	1	0	0	2	0	0	0	0	0	0	0	0
Otu007495	0	0	0	0	0	0	0	0	2	0	0	1
Otu007496	0	0	2	0	1	0	0	0	0	0	0	0
Otu007497	0	1	0	0	0	1	0	0	0	0	0	1
Otu007498	0	1	0	0	0	0	0	0	1	0	0	1
Otu007499	0	0	0	0	2	0	0	0	0	0	0	1
Otu007500	1	2	0	0	0	0	0	0	0	0	0	0
Otu007501	0	1	0	0	0	2	0	0	0	0	0	0
Otu007502	0	0	1	0	0	0	0	0	1	0	1	0
Otu007503	2	0	0	0	0	0	0	1	0	0	0	0
Otu007504	0	0	1	0	0	2	0	0	0	0	0	0
Otu007505	0	0	2	0	0	0	1	0	0	0	0	0
Otu007506	0	0	0	0	0	0	3	0	0	0	0	0
Otu007507	0	1	1	0	0	0	0	0	0	1	0	0
Otu007508	1	1	0	0	0	0	0	0	0	0	0	1
Otu007509	1	1	0	0	1	0	0	0	0	0	0	0
Otu007510	0	0	1	0	0	2	0	0	0	0	0	0
Otu007511	0	0	0	0	0	1	1	1	0	0	0	0
Otu007512	1	0	1	0	0	1	0	0	0	0	0	0
Otu007513	0	0	0	0	0	0	0	2	1	0	0	0
Otu007514	0	0	0	0	1	1	0	0	0	0	0	1
Otu007515	0	1	0	1	0	0	0	1	0	0	0	0
Otu007516	1	0	2	0	0	0	0	0	0	0	0	0
Otu007517	1	0	1	0	0	1	0	0	0	0	0	0
Otu007518	0	2	0	0	0	0	1	0	0	0	0	0
Otu007519	0	1	2	0	0	0	0	0	0	0	0	0
Otu007520	0	0	1	0	2	0	0	0	0	0	0	0
Otu007521	0	0	0	0	0	0	1	0	0	0	2	0
Otu007522	0	0	0	0	1	0	0	0	1	0	1	0
Otu007523	2	0	1	0	0	0	0	0	0	0	0	0
Otu007524	1	0	0	0	0	0	1	0	0	1	0	0
Otu007525	0	0	0	0	0	3	0	0	0	0	0	0
Otu007526	0	0	1	0	0	0	0	0	1	1	0	0
Otu007527	1	0	0	0	0	1	0	0	1	0	0	0
Otu007528	0	0	0	1	2	0	0	0	0	0	0	0
Otu007529	0	0	1	0	0	0	2	0	0	0	0	0
Otu007530	0	0	0	0	0	0	0	0	2	0	0	1
Otu007531	0	0	0	0	1	0	0	0	2	0	0	0
Otu007532	0	1	0	0	0	0	0	2	0	0	0	0
Otu007533	0	0	0	0	1	0	0	2	0	0	0	0
Otu007534	0	0	0	0	0	0	0	0	2	0	0	1
Otu007535	0	0	1	0	0	0	0	1	1	0	0	0
Otu007536	1	0	0	0	0	0	0	0	0	0	0	2
Otu007537	0	0	0	1	0	0	0	1	0	1	0	0
Otu007538	1	1	0	0	0	1	0	0	0	0	0	0
Otu007539	0	1	0	1	1	0	0	0	0	0	0	0
Otu007540	0	0	2	0	0	1	0	0	0	0	0	0
Otu007541	0	0	0	0	0	0	0	0	0	2	1	0
Otu007542	0	0	0	0	0	0	0	0	0	0	0	3
Otu007543	0	2	0	0	0	1	0	0	0	0	0	0
Otu007544	0	1	1	0	0	0	0	0	1	0	0	0
Otu007545	0	0	0	0	0	0	0	0	0	0	3	0
Otu007546	0	1	0	0	0	0	1	0	0	0	0	1
Otu007547	1	0	0	0	0	0	2	0	0	0	0	0
Otu007548	0	1	0	1	0	0	1	0	0	0	0	0
Otu007549	2	0	1	0	0	0	0	0	0	0	0	0
Otu007550	0	2	0	0	0	0	0	0	1	0	0	0
Otu007551	0	0	0	0	0	0	0	0	0	0	0	3
Otu007552	0	0	0	0	1	0	1	1	0	0	0	0
Otu007553	1	0	0	0	1	0	0	0	0	1	0	0
Otu007554	0	0	0	0	0	0	1	1	0	1	0	0
Otu007555	0	0	0	0	0	1	1	0	0	0	1	0
Otu007556	1	0	0	1	0	0	1	0	0	0	0	0
Otu007557	0	3	0	0	0	0	0	0	0	0	0	0
Otu007558	2	0	0	0	0	1	0	0	0	0	0	0
Otu007559	2	0	0	0	0	1	0	0	0	0	0	0
Otu007560	0	0	1	0	0	1	0	1	0	0	0	0
Otu007561	2	0	0	0	0	0	0	1	0	0	0	0
Otu007562	0	0	0	3	0	0	0	0	0	0	0	0
Otu007563	0	1	0	0	1	0	0	1	0	0	0	0
Otu007564	0	3	0	0	0	0	0	0	0	0	0	0
Otu007565	0	2	0	0	0	0	0	1	0	0	0	0
Otu007566	1	0	0	0	0	0	2	0	0	0	0	0
Otu007567	0	0	0	0	0	1	0	0	0	1	0	1
Otu007568	0	2	0	0	0	1	0	0	0	0	0	0
Otu007569	0	0	0	0	0	1	0	0	2	0	0	0
Otu007570	0	2	0	0	0	0	0	0	1	0	0	0
Otu007571	2	0	0	0	0	1	0	0	0	0	0	0
Otu007572	0	3	0	0	0	0	0	0	0	0	0	0
Otu007573	1	0	0	0	0	0	0	1	0	0	1	0
Otu007574	3	0	0	0	0	0	0	0	0	0	0	0
Otu007575	0	1	1	0	0	0	1	0	0	0	0	0
Otu007576	0	0	0	0	3	0	0	0	0	0	0	0
Otu007577	2	0	1	0	0	0	0	0	0	0	0	0
Otu007578	0	0	0	0	0	0	0	0	1	0	0	2
Otu007579	1	1	0	0	0	0	0	0	1	0	0	0
Otu007580	0	0	1	0	1	0	0	0	1	0	0	0
Otu007581	0	0	0	0	0	0	0	1	2	0	0	0
Otu007582	0	0	0	0	0	0	1	0	0	0	0	2
Otu007583	0	0	0	0	0	1	0	0	1	0	0	1
Otu007584	0	0	0	0	0	0	0	0	0	0	0	3
Otu007585	0	0	0	0	0	0	3	0	0	0	0	0
Otu007586	1	1	1	0	0	0	0	0	0	0	0	0
Otu007587	0	0	0	0	0	0	0	0	0	1	2	0
Otu007588	0	0	0	0	0	0	2	0	0	0	0	1
Otu007589	0	0	0	0	0	0	0	0	2	0	1	0
Otu007590	0	0	0	2	0	0	0	1	0	0	0	0
Otu007591	0	0	0	0	0	0	0	0	1	0	0	2
