	sequences per sample	iteration	CK-1	CK-2	CK-3	TA-1	TA-2	TA-3	TB-1	TB-2	TB-3	TC-3	TC-2	TC-1
alpha_rarefaction_10_0.txt	10	0	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9
alpha_rarefaction_10_1.txt	10	1	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.88	0.9	0.88
alpha_rarefaction_10_2.txt	10	2	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.88	0.9
alpha_rarefaction_10_3.txt	10	3	0.9	0.9	0.9	0.88	0.9	0.88	0.88	0.9	0.9	0.9	0.9	0.9
alpha_rarefaction_10_4.txt	10	4	0.9	0.88	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.88	0.9	0.9
alpha_rarefaction_10_5.txt	10	5	0.9	0.9	0.9	0.88	0.9	0.9	0.9	0.9	0.9	0.88	0.88	0.9
alpha_rarefaction_10_6.txt	10	6	0.9	0.9	0.9	0.9	0.9	0.9	0.88	0.9	0.9	0.9	0.9	0.9
alpha_rarefaction_10_7.txt	10	7	0.86	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.88	0.9
alpha_rarefaction_10_8.txt	10	8	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9
alpha_rarefaction_10_9.txt	10	9	0.9	0.9	0.88	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9
alpha_rarefaction_5010_0.txt	5010	0	0.997531244895	0.997343596241	0.996786626348	0.994640818164	0.99606774475	0.996064637193	0.99630160836	0.996398500404	0.996660571073	0.996104955757	0.993703610743	0.995032370389
alpha_rarefaction_5010_1.txt	5010	1	0.997116744555	0.997264791774	0.996635630934	0.99434838905	0.995623443731	0.995236513002	0.996384078151	0.995900016335	0.996331169995	0.996002326684	0.993086561408	0.994936195473
alpha_rarefaction_5010_2.txt	5010	2	0.9973718033	0.997529332552	0.996527503874	0.994885279342	0.995718264071	0.995767427221	0.996549495819	0.996463599747	0.996588061402	0.995839060402	0.993364090183	0.995299381277
alpha_rarefaction_5010_3.txt	5010	3	0.997397221525	0.997521683181	0.996921844933	0.995044561575	0.995990852626	0.995383444687	0.996473320823	0.996447982279	0.996580252668	0.996169417652	0.99360855136	0.995060975853
alpha_rarefaction_5010_4.txt	5010	4	0.997472440349	0.997354751575	0.996736586707	0.994452771104	0.99595125119	0.995732925367	0.996358102159	0.996425352887	0.996402006367	0.99596623121	0.993761379437	0.995333325365
alpha_rarefaction_5010_5.txt	5010	5	0.997362082223	0.997539292672	0.996836665989	0.994637391883	0.995700176493	0.99570742746	0.996334516596	0.996453400584	0.996443360783	0.996283441102	0.993660264302	0.995286712005
